Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude
Moulin de Gassac,Guilhem Rouge 2023,2023.0,3.8,155,8998,3.7,pays-dherault,8.5,shiraz-syrah,43.56667000000002,3.416670000000003
Château le Prieur,Cuvée Passion Rouge 2019,2019.0,3.5,156,156,3.5,bordeaux,8.5,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Château le Prieur,Cuvée Passion Rouge 2018,2018.0,3.5,156,156,3.5,bordeaux,8.5,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Ogier,Ocres du Ventoux 2018,2018.0,3.4,208,208,3.4,cotes-du-ventoux,8.5,shiraz-syrah,44.16345252055222,5.249286775822527
Château Leroy-Beauval,Seigneur de Beauval Bordeaux Supérieur 2022,2022.0,3.8,504,504,3.8,bordeaux-superieur,8.5,cabernet-sauvignon,44.837559984680006,-0.4981958329616381
Château Beaumont,Les Tours de Beaumont Haut-Médoc 2014,2014.0,3.5,323,1399,3.6,medoc,8.5,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Domaine Py,Pinot Noir 2024,2024.0,3.5,356,356,3.5,vin-de-pays-doc,8.5,shiraz-syrah,43.61193999999985,3.8772200000000017
Vignobles Perez,L'Impertinent Bordeaux Rouge 2020,2020.0,3.6,45,86,3.6,bordeaux,8.5,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Cailhol Gautran,Sinequano 2023,2023.0,3.6,207,207,3.6,minervois,8.5,shiraz-syrah,43.29984594640925,2.600652385480642
Château de la Liquiere,Tutti Frutti 2023,2023.0,3.7,69,69,3.7,vin-de-pays-doc,8.5,shiraz-syrah,43.61193999999985,3.8772200000000017
Chateau Plantey de Lieujean,Haut-Médoc 2019,2019.0,3.9,482,996,3.9,haut-medoc,8.5,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Famille Perrin,Côtes-du-Rhône Réserve Rouge 2022,2022.0,3.8,650,44364,3.7,cotes-du-rhone,8.5,shiraz-syrah,44.26497540596176,4.645266570551067
Domaine la Provenquière,Cuvée P Malbec - Petit Verdot 2021,2021.0,3.8,146,146,3.8,vin-de-pays-doc,8.5,shiraz-syrah,43.61193999999985,3.8772200000000017
Moulin de Gassac,Guilhem Rouge 2024,2024.0,3.7,8998,8998,3.7,pays-dherault,8.5,shiraz-syrah,43.56667000000002,3.416670000000003
Château Beaubois,Cuvée Expression Costières de Nîmes Rouge 2023,2023.0,3.6,2701,2701,3.6,costieres-de-nimes,8.5,shiraz-syrah,43.75112040688291,4.4166986800805415
Domaine du Clos Roca,Ecceterra Rouge 2024,2024.0,3.7,468,468,3.7,pays-dherault,8.5,shiraz-syrah,43.56667000000002,3.416670000000003
LePlan-Vermeersch,Côtes-du-Rhône RS Rouge 2022,2022.0,3.6,478,478,3.6,cotes-du-rhone,8.5,shiraz-syrah,44.26497540596176,4.645266570551067
Guillaume Chamboredon,L'Arsouille Cinsault et Syrah 2022,2022.0,3.4,94,94,3.4,coteaux-de-beziers,8.5,shiraz-syrah,43.35,3.25
La Coume-Lumet,Le Maset de Lumet Haute Vallee de l'Aude Rouge 2020,2020.0,3.7,239,239,3.7,haute-vallee-de-laude,8.5,shiraz-syrah,42.98333000000001,2.26667
Marrenon,Amountanage Rouge 2021,2021.0,3.6,34,778,3.6,luberon,8.5,shiraz-syrah,43.79999999999998,5.3
Camille Cayran,L'Insouciante Côtes-du-Rhône 2022,2022.0,3.7,26,1016,3.8,cotes-du-rhone,8.5,shiraz-syrah,44.26497540596176,4.645266570551067
La Genestière,Côtes du Rhône 2021,2021.0,3.8,28,216,3.6,cotes-du-rhone,8.5,shiraz-syrah,44.26497540596176,4.645266570551067
Clos des Vins d'Amour,Munt Rouge 2023,2023.0,3.9,478,478,3.9,cotes-du-roussillon,8.5,shiraz-syrah,42.688610000000054,2.894720000000005
Château de Panigon,Château Amour Médoc 2016,2016.0,3.8,189,1984,3.6,medoc,8.5,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Domaine Joel Delaunay,Gamay Touraine 2024,2024.0,3.4,310,310,3.4,touraine,8.5,cabernet-sauvignon,47.29999999999998,0.6999999999999997
Domaine du Peyra,Cent Pour Cent Grenache 2023,2023.0,3.6,370,370,3.6,languedoc-roussillon,8.5,grenache-noir,43.599999999999945,3.3833300000000004
Domaine Cavalier,Val de Montferrand Saint-Guilhem-le-Désert Rouge 2021,2021.0,3.9,125,1058,3.7,saint-guilhem-le-desert,8.5,shiraz-syrah,43.73333000000002,3.549999999999999
Marrenon,Grande Toque Rouge 2020,2020.0,3.7,68,679,3.6,luberon,8.5,shiraz-syrah,43.79999999999998,5.3
Lamé Delisle Boucard,Cuvée Déchainée Bourgueil 2024,2024.0,3.7,1090,1090,3.7,bourgueil,8.5,cabernet-franc,47.283263846544855,0.1510472629529837
Domaine de Rochemond,Domaine du Grand Becassier Côtes du Rhône 2022,2022.0,3.4,416,416,3.4,cotes-du-rhone,8.6,shiraz-syrah,44.26497540596176,4.645266570551067
Château de la Cour d'Argent,Bordeaux Supérieur 2021,2021.0,3.5,2708,2708,3.5,bordeaux-superieur,8.6,cabernet-sauvignon,44.837559984680006,-0.4981958329616381
Jean-Francois Protheau,Beaujolais-Villages 2019,2019.0,3.6,46,46,3.6,beaujolais-villages,8.6,gamay,46.114685816938135,4.689871898228441
Château des Sources,Costières de Nîmes 2020,2020.0,3.7,52,1591,3.6,costieres-de-nimes,8.6,shiraz-syrah,43.75112040688291,4.4166986800805415
Domaine de l'Hortus,Le Loup dans la Bergerie 2024,2024.0,3.6,6492,6492,3.6,saint-guilhem-le-desert,8.6,shiraz-syrah,43.73333000000002,3.549999999999999
Anne de Joyeuse,Oustal Rouge 2023,2023.0,3.5,29,29,3.5,vin-de-pays-doc,8.6,shiraz-syrah,43.61193999999985,3.8772200000000017
Château Reynier,Château Tour de Boisset Bordeaux Supérieur Biologique 2016,2016.0,3.5,44,44,3.5,bordeaux-superieur,8.65,cabernet-sauvignon,44.837559984680006,-0.4981958329616381
Domaine de Perilliere,Costières-de-Nîmes 2023,2023.0,3.6,928,928,3.6,costieres-de-nimes,8.7,shiraz-syrah,43.75112040688291,4.4166986800805415
Vignobles Meyre,Château les Hauts de Veyrin Listrac-Médoc 2016,2016.0,3.4,35,116,3.4,listrac,8.7,cabernet-sauvignon,45.08332999999999,-0.83333
Dom Brial,El Cami Sans Sulfites 2023,2023.0,3.5,30,130,3.7,cotes-catalanes,8.7,shiraz-syrah,42.625,2.5
Domaine Martin,Côtes-du-Rhône-Villages 'Plan de Dieu' 2022,2022.0,3.7,1542,1542,3.7,cotes-du-rhone-villages-plan-de-dieu,8.7,shiraz-syrah,44.197108743290485,4.946817367235027
JP. Chenet,Réserve Merlot - Cabernet 2018,2018.0,3.7,175,5762,3.5,vin-de-pays-doc,8.75,shiraz-syrah,43.61193999999985,3.8772200000000017
Bonpas,Réserve de Bonpas Rouge 2023,2023.0,3.6,138,13837,3.6,cotes-du-rhone,8.78,shiraz-syrah,44.26497540596176,4.645266570551067
Famille Cros Pujol,Le Cul de Lampe Merlot  - Counoise 2021,2021.0,3.5,43,248,3.6,vin-de-pays-doc,8.8,shiraz-syrah,43.61193999999985,3.8772200000000017
Jeff Carrel,Vieille Mule Rouge 2023,2023.0,3.6,49,1837,3.7,cotes-catalanes,8.8,grenache-noir,42.625,2.5
Domaine de la Clapière,Jardin de Jules 2023,2023.0,3.6,1477,1477,3.6,vin-de-pays-doc,8.8,shiraz-syrah,43.61193999999985,3.8772200000000017
Domaine des Grandes Esperances,La Java des Esperances Rouge 2023,2023.0,3.4,226,226,3.4,touraine,8.8,cabernet-sauvignon,47.29999999999998,0.6999999999999997
Marquis de Saint-Estèphe,Châtellenie Haut-Médoc 2018,2018.0,3.7,286,286,3.7,haut-medoc,8.8,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Chateau Amanieu d'Albret,Quidam Bordeaux Superieur 2018,2018.0,4.2,123,123,4.2,bordeaux-superieur,8.8,cabernet-sauvignon,44.837559984680006,-0.4981958329616381
Cellier des Chartreux,Cuvée des Chartreux Belle Emilie Rouge 2023,2023.0,3.4,28,1184,3.4,gard,8.8,shiraz-syrah,43.83333000000002,4.416669999999998
Château du Hâ,Haut-Médoc 2022,2022.0,3.7,540,540,3.7,haut-medoc,8.8,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Domaine de Carmignan,Côtes-du-Rhône Rouge 2018,2018.0,4.0,631,1541,4.0,cotes-du-rhone,8.8,shiraz-syrah,44.26497540596176,4.645266570551067
Les Volets,Côtes de Thau Cabernet Sauvignon 2021,2021.0,3.7,202,202,3.7,cotes-de-thau,8.8,shiraz-syrah,43.4,3.6
Mas de Valériole,Fanfaron Terre de Camargue 2023,2023.0,3.6,92,92,3.6,vin-de-pays-doc,8.8,shiraz-syrah,43.61193999999985,3.8772200000000017
Leo Vinis,Merlot - Cabernet Sauvignon 2020,2020.0,3.6,104,104,3.6,bordeaux,8.83,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Domaine du Barrau,Bordeaux Rouge 2016,2016.0,3.6,34,34,3.6,bordeaux,8.88,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Gérard Bertrand,Solar 6 Syrah 2022,2022.0,3.8,125,1658,3.6,cevennes,8.9,shiraz-syrah,44.10000000000001,3.75
Vignobles Jonqueres d'Oriola,La Canaille Rouge 2022,2022.0,3.7,1250,1250,3.7,cotes-du-roussillon,8.9,shiraz-syrah,42.688610000000054,2.894720000000005
Pelaquie,Galia Côtes du Rhône 2022,2022.0,4.0,246,246,4.0,cotes-du-rhone,8.9,shiraz-syrah,44.26497540596176,4.645266570551067
Filles de Septembre,Tradition 2023,2023.0,3.8,174,174,3.8,languedoc,8.9,shiraz-syrah,43.60057601202888,3.88270435561468
Clos des Lunes,La Petite Lune 2022,2022.0,3.9,56,1831,3.6,bordeaux,8.9,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Château La Lauzette-Declercq,Haut-Médoc 2018,2018.0,3.8,130,130,3.8,haut-medoc,8.9,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Côte des Roses,Pinot Noir 2022,2022.0,3.8,131,2805,3.7,vin-de-pays-doc,8.9,shiraz-syrah,43.61193999999985,3.8772200000000017
Château du Moulin Rouge,Château Beau Secret Haut-Médoc 2020,2020.0,3.8,26,243,3.6,haut-medoc,8.9,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Château Chantemerle,Médoc 2018,2018.0,3.8,359,4193,3.6,medoc,8.9,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Château Haut-Bergeron,Le Clos des Pins Graves 2022,2022.0,3.8,67,984,3.6,graves,8.9,cabernet-sauvignon,44.59999999999995,-0.3999999999999995
Château Haut Moulin,Vieilles Vignes Bordeaux 2021,2021.0,3.7,492,492,3.7,bordeaux,8.9,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Domaine de l'Hortus,Le Loup dans la Bergerie 2023,2023.0,3.7,158,6492,3.6,saint-guilhem-le-desert,8.9,shiraz-syrah,43.73333000000002,3.549999999999999
Château Penin,Cabernet Franc 2017,2017.0,3.6,65,289,3.6,bordeaux,8.9,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Gérard Bertrand,Solar 6 Syrah 2023,2023.0,3.7,42,1658,3.6,cevennes,8.9,shiraz-syrah,44.10000000000001,3.75
Château Brun-Despagne,Querre Bordeaux Supérieur 2013,2013.0,3.8,278,278,3.8,bordeaux-superieur,8.91,cabernet-sauvignon,44.837559984680006,-0.4981958329616381
Sarrat de Goundy,Le Moulin 2023,2023.0,3.9,476,476,3.9,languedoc-la-clape,8.92,shiraz-syrah,43.15000000000002,3.0999999999999983
Cellier des Princes,La Chasse des Princes Côtes-du-Rhône-Villages 2021,2021.0,3.8,84,690,4.0,cotes-de-rhone-villages,8.95,shiraz-syrah,44.23446037663721,4.675420640305762
Cabalié,Côtes Catalanes 2023,2023.0,4.1,1085,21417,4.1,vin-de-pays-doc,8.95,shiraz-syrah,43.61193999999985,3.8772200000000017
Terre des 2 Sources,Amourettes Rouge 2022,2022.0,3.6,83,83,3.6,saint-guilhem-le-desert,8.95,shiraz-syrah,43.73333000000002,3.549999999999999
Château Gemeillan,Médoc 2014,2014.0,3.7,411,1860,3.8,medoc,8.95,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Château Larquey,Bordeaux 2021,2021.0,3.3,193,194,3.3,bordeaux,8.95,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Château Haut Macô,Côtes de Bourg 2020,2020.0,3.6,809,809,3.6,cotes-de-bourg,8.95,cabernet-sauvignon,45.049999999999976,-0.6333300000000005
Château du Bergey,Cuvée Tradition Fronsac 2022,2022.0,3.9,190,1677,3.9,fronsac,8.95,cabernet-sauvignon,44.94528874639298,-0.2826621476031562
Domaine La Maurerie,Esprit du Terroir Saint-Chinian 2023,2023.0,3.7,107,107,3.7,saint-chinian,8.95,shiraz-syrah,43.43333,2.949999999999999
Château Malbat,Optimus Bordeaux 2021,2021.0,3.6,160,160,3.6,bordeaux,8.95,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Domaine du Somail,C'est Laly Qui L'A Dit 2020,2020.0,3.9,33,64,3.9,languedoc-roussillon,8.95,shiraz-syrah,43.599999999999945,3.3833300000000004
M. Chapoutier,Les Vignes de Bila-Haut Côtes du Roussillon Villages 2023,2023.0,3.7,64,24367,3.7,cotes-du-roussillon-villages,8.95,shiraz-syrah,42.68672903204232,2.684292528036307
Leblanc - Domaine les Closserons,Andecavum Rúbéus 2021,2021.0,3.9,39,39,3.9,anjou,8.95,cabernet-franc,47.349999999999966,-0.5
Calvet,Cahors Malbec 2021,2021.0,3.7,261,4095,3.4,cahors,8.97,malbec,44.44889000000001,1.4399999999999986
Château Cap l'Ousteau,Haut-Médoc 2015,2015.0,3.7,412,3566,3.6,haut-medoc,8.98,cabernet-sauvignon,45.19999999999997,-0.7666700000000025
Domaine du Peyra,Cent Pour Cent Syrah 2024,2024.0,3.8,77,77,3.8,vin-de-pays-doc,9.0,shiraz-syrah,43.61193999999985,3.8772200000000017
Château Guilhem,Pot de Vin Rouge 2023,2023.0,3.6,2032,2032,3.6,vin-de-pays-doc,9.0,shiraz-syrah,43.61193999999985,3.8772200000000017
Domaine de la Grange,Domitius 2022,2022.0,3.6,117,117,3.6,fitou,9.0,shiraz-syrah,42.91666999999998,2.950000000000001
Château Haut-Bergeron,Le Clos des Pins Graves 2023,2023.0,3.6,984,984,3.6,graves,9.0,cabernet-sauvignon,44.59999999999995,-0.3999999999999995
Domaine du Peyra,Cent Pour Cent Pinot Noir 2024,2024.0,3.8,162,162,3.8,pic-saint-loup,9.0,shiraz-syrah,43.8000000000001,3.850000000000008
Clos de l'Amandaie,Chat Pitre Rouge 2023,2023.0,3.6,307,307,3.6,vin-de-pays-doc,9.0,shiraz-syrah,43.61193999999985,3.8772200000000017
Les Combelles,Côtes-du-Rhône-Villages 2019,2019.0,3.8,268,2225,3.6,cotes-de-rhone-villages,9.0,shiraz-syrah,44.23446037663721,4.675420640305762
Château de Villeclare,Le Chant des Vignes Côtes du Roussillon 2023,2023.0,3.6,132,132,3.6,cotes-du-roussillon,9.0,shiraz-syrah,42.688610000000054,2.894720000000005
Domaine du Bourg Neuf,Saumur Champigny 2022,2022.0,3.7,106,106,3.7,saumur-champigny,9.0,cabernet-franc,47.24640293718296,-0.0762064647198947
Domaine de Beauséjour,Chinon Rouge 2013,2013.0,3.2,75,986,3.6,chinon,9.0,cabernet-franc,47.16667,0.2333299999999997
Serre Romani,Vieille Fripouille Carignan 2023,2023.0,4.0,85,85,4.0,cotes-catalanes,9.0,shiraz-syrah,42.625,2.5
Château Boisson,Bordeaux rouge 2020,2020.0,3.7,79,79,3.7,bordeaux,9.0,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Domaine Py,Mondière Corbières 2023,2023.0,3.4,244,244,3.4,corbieres,9.0,shiraz-syrah,43.08158032658233,2.6854789880195296
Sainte Marie des Crozes,Les Pipelettes Le Rouge 2022,2022.0,3.7,305,305,3.7,corbieres,9.0,shiraz-syrah,43.08158032658233,2.6854789880195296
Château Bastian,La Reserve du Château Bastian Bordeaux 2022,2022.0,3.8,328,328,3.8,bordeaux,9.0,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Famille Laplace,Aydie l'Origine Madiran 2021,2021.0,3.8,37,2089,3.6,madiran,9.0,cabernet-sauvignon,43.57614716328285,-0.0464244720320663
Vignobles Meyre,Château La Fleur Bibian Listrac-Médoc 2019,2019.0,3.8,208,208,3.8,listrac,9.04,cabernet-sauvignon,45.08332999999999,-0.83333
Foncalieu,Le Versant Merlot 2020,2020.0,3.8,101,925,3.6,vin-de-pays-doc,9.1,shiraz-syrah,43.61193999999985,3.8772200000000017
Domaine du Grollay,Vieilles Vignes Saint Nicolas de Bourgueil 2023,2023.0,3.6,43,43,3.6,bourgueil,9.11,cabernet-franc,47.283263846544855,0.1510472629529837
Vignobles Lafaye Père et Fils,Château Haut Tuquet Castillon - Côtes de Bordeaux 2017,2017.0,3.5,217,217,3.5,cotes-de-castillon,9.13,cabernet-sauvignon,44.849999999999945,-0.0333299999999999
Domaine des Coutures,L'Épanouie Saumur Champigny 2023,2023.0,3.8,495,495,3.8,saumur-champigny,9.14,cabernet-franc,47.24640293718296,-0.0762064647198947
Domaine de la Rochette,Gamay 2023,2023.0,3.6,272,272,3.6,touraine,9.2,cabernet-sauvignon,47.29999999999998,0.6999999999999997
Château du Mouret,Graves Rouge 2021,2021.0,3.8,395,395,3.8,graves,9.2,cabernet-sauvignon,44.59999999999995,-0.3999999999999995
Château Sainte-Marie,Vieilles Vignes Bordeaux Supérieur 2016,2016.0,3.7,224,2705,3.6,bordeaux-superieur,9.2,cabernet-sauvignon,44.837559984680006,-0.4981958329616381
Domaine Dieu-Le-Fit - Rémi Pouizin Vignoble,Les Pious Côtes-du-Rhône 2024,2024.0,3.5,1903,1903,3.5,cotes-du-rhone,9.25,shiraz-syrah,44.26497540596176,4.645266570551067
Domaine Dieu-Le-Fit - Rémi Pouizin Vignoble,Amour de Fruit Côtes du Rhône Rouge 2022,2022.0,3.6,1028,1028,3.6,cotes-du-rhone,9.25,shiraz-syrah,44.26497540596176,4.645266570551067
Les Ormes de Vieux Moulin,Vieilles Vignes Blaye - Côtes de Bordeaux 2018,2018.0,3.5,69,81,3.5,blaye-cotes-de-bordeaux,9.25,cabernet-sauvignon,45.13333000000003,-0.66667
Château de Nouvelles,100% Carignan 2023,2023.0,3.6,56,56,3.6,languedoc-roussillon,9.26,shiraz-syrah,43.599999999999945,3.3833300000000004
Mas de Janiny,Le Temps des Gitans Rouge 2024,2024.0,3.5,531,531,3.5,languedoc-roussillon,9.26,shiraz-syrah,43.599999999999945,3.3833300000000004
Domaine la Provenquière,Cuvée P Cabernet Franc - Merlot 2022,2022.0,3.7,218,218,3.7,vin-de-pays-doc,9.3,shiraz-syrah,43.61193999999985,3.8772200000000017
Domaine la Provenquière,Cuvée P Malbec - Petit Verdot 2022,2022.0,3.8,146,146,3.8,vin-de-pays-doc,9.3,shiraz-syrah,43.61193999999985,3.8772200000000017
Château Puy Boyrein,Graves Rouge 2022,2022.0,3.7,213,213,3.7,graves,9.3,cabernet-sauvignon,44.59999999999995,-0.3999999999999995
Domaine des Lauribert,Tradition Côtes du Rhône 2022,2022.0,3.7,1010,1010,3.7,cotes-du-rhone,9.4,shiraz-syrah,44.26497540596176,4.645266570551067
M. Chapoutier,Belleruche Côtes-du-Rhône 2023,2023.0,3.8,451,36554,3.7,cotes-du-rhone,9.4,shiraz-syrah,44.26497540596176,4.645266570551067
Château Ricardelle,Les Dames de Ricardelle Languedoc 2022,2022.0,3.3,129,129,3.3,languedoc,9.4,shiraz-syrah,43.60057601202888,3.88270435561468
Domaine Lafage,Côté Sud 2022,2022.0,3.5,2070,2070,3.5,cotes-catalanes,9.4,shiraz-syrah,42.625,2.5
Paul Jaboulet Aîné,Côtes du Ventoux Les Traverses Rouge 2020,2020.0,3.8,234,3302,3.6,cotes-du-ventoux,9.41,shiraz-syrah,44.16345252055222,5.249286775822527
Clos Bagatelle,Lulu 2023,2023.0,3.6,51,51,3.6,saint-chinian,9.45,shiraz-syrah,43.43333,2.949999999999999
Château Les Couzins,Lussac-Saint-Émilion 2020,2020.0,3.9,751,751,3.9,lussac-st-emilion,9.45,cabernet-sauvignon,44.88333,-0.1499999999999999
Domaine Laurent Mabileau,St-Nicolas-de-Bourgueil 2023,2023.0,3.8,72,1894,3.6,saint-nicolas-de-bourgueil,9.45,cabernet-franc,47.29929189869924,0.101559255741893
Château l'Escadre,Grande Réserve Blaye - Côtes de Bordeaux 2019,2019.0,3.8,47,617,3.7,blaye-cotes-de-bordeaux,9.46,cabernet-sauvignon,45.13333000000003,-0.66667
Chateau Tour Grand Mayne,Castillon - Côtes de Bordeaux 2018,2018.0,3.4,30,414,3.7,cotes-de-castillon,9.49,cabernet-sauvignon,44.849999999999945,-0.0333299999999999
Vignoble de la Jarnoterie,L'Elégante Cuvée MR 2023,2023.0,3.6,218,218,3.6,saint-nicolas-de-bourgueil,9.5,cabernet-franc,47.29929189869924,0.101559255741893
Château Chantemerle,Médoc 2012,2012.0,3.6,392,4193,3.6,medoc,9.5,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Château Mayne-Vieil,Fronsac 2019,2019.0,3.8,168,3652,3.6,fronsac,9.5,cabernet-sauvignon,44.94528874639298,-0.2826621476031562
Famille Perrin,Côtes du Rhône Nature Rouge 2022,2022.0,3.5,34,5615,3.6,cotes-du-rhone,9.5,shiraz-syrah,44.26497540596176,4.645266570551067
Dourbie,Oscar Rouge 2024,2024.0,3.7,698,698,3.7,vin-de-pays-doc,9.5,shiraz-syrah,43.61193999999985,3.8772200000000017
Clos des Centenaires,Les Centenaires Rouge 2023,2023.0,3.7,102,102,3.7,costieres-de-nimes,9.5,shiraz-syrah,43.75112040688291,4.4166986800805415
Domaine du Gueret,Beaujolais 2022,2022.0,3.4,108,108,3.4,beaujolais,9.5,gamay,46.09048691404974,4.6906599094210755
Calvet,Selection des Princes Bordeaux 2022,2022.0,3.6,207,207,3.6,bordeaux,9.5,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Château de L'Hospital,La Dame de L'Hospital Graves 2020,2020.0,3.6,27,510,3.6,graves,9.5,cabernet-sauvignon,44.59999999999995,-0.3999999999999995
Domaine Deleuze-Rochetin,Saba 2022,2022.0,3.7,245,245,3.7,vin-de-pays-doc,9.5,shiraz-syrah,43.61193999999985,3.8772200000000017
Château Saint-Cyrgues,Le Clos du Marin Rouge 2022,2022.0,3.6,89,89,3.6,costieres-de-nimes,9.5,shiraz-syrah,43.75112040688291,4.4166986800805415
Château Bégadanet,Médoc 2021,2021.0,3.8,28,3539,3.6,medoc,9.5,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Sainte Cécile du Parc,Sonatina 2019,2019.0,4.2,292,292,4.2,pezenas,9.5,shiraz-syrah,43.466670000000015,3.416669999999999
Marrenon,Sépia 2022,2022.0,3.7,440,440,3.7,luberon,9.5,shiraz-syrah,43.79999999999998,5.3
Domaine de Rochebin,Mâcon-Azé 2023,2023.0,3.5,701,702,3.5,macon-aze,9.5,pinot-noir,46.41667,4.53333
Château Meric,La Fillette du Petit Méric Médoc 2020,2020.0,3.9,52,52,3.9,medoc,9.5,cabernet-sauvignon,45.26666999999998,-0.7833299999999995
Château de Lionne,L’Envolée de Lionne Bordeaux 2019,2019.0,3.8,128,128,3.8,bordeaux,9.5,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Le Chai des Vignerons,L de Lezignan Corbières 2021,2021.0,3.9,202,202,3.9,corbieres,9.5,shiraz-syrah,43.08158032658233,2.6854789880195296
Château de Marmorières,l'Homme Fracais Languedoc 2022,2022.0,3.7,197,197,3.7,languedoc,9.5,shiraz-syrah,43.60057601202888,3.88270435561468
Château de Ribebon,Secret de Ribebon Bordeaux 2020,2020.0,3.7,109,109,3.7,bordeaux,9.5,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Gérard Bertrand,Réserve Spéciale Merlot 2017,2017.0,3.4,303,2302,3.5,vin-de-pays-doc,9.5,shiraz-syrah,43.61193999999985,3.8772200000000017
Mas Cremat,Les Sales Gosses 2024,2024.0,3.8,73,73,3.8,cotes-catalanes,9.5,shiraz-syrah,42.625,2.5
Château de Corneilla,Héritage  Côtes du Roussillon Rouge 2022,2022.0,3.7,26,894,3.7,cotes-du-roussillon,9.5,shiraz-syrah,42.688610000000054,2.894720000000005
Abbaye Sylva Plana,Les Novices Faugères 2023,2023.0,3.9,40,1293,3.7,faugeres,9.5,shiraz-syrah,43.56514235032611,3.0889050827624205
E. Guigal,Côtes-du-Rhône Rouge 2022,2022.0,3.8,269,91399,3.7,cotes-du-rhone,9.5,shiraz-syrah,44.26497540596176,4.645266570551067
Château Cantelaube,Château Puy Longa Bordeaux 2020,2020.0,3.6,124,124,3.6,bordeaux,9.5,cabernet-sauvignon,44.8394884711832,-0.5397329917271372
Domaine Combe Blanche,Misunderstood Cinsault 2018,2018.0,3.7,61,61,3.7,languedoc-roussillon,9.5,shiraz-syrah,43.599999999999945,3.3833300000000004
Cave Coopérative de Rivesaltes,L'Effet Papillon Rouge 2022,2022.0,4.0,29,1077,3.8,cotes-du-roussillon-villages,9.5,shiraz-syrah,42.68672903204232,2.684292528036307
Cailhol Gautran,Cantus Vitis Minervois 2024,2024.0,3.9,441,441,3.9,minervois,9.5,shiraz-syrah,43.29984594640925,2.600652385480642
Jean Loron,Rift 69 Gamay Noir 2020,2020.0,3.6,231,979,3.7,beaujolais-villages,9.5,gamay,46.114685816938135,4.689871898228441
Château Bas d'Aumelas,Barathym de la Garrigue d'Aumelas Rouge 2022,2022.0,3.7,35,486,3.7,languedoc,9.5,shiraz-syrah,43.60057601202888,3.88270435561468
Camille Cayran,Métamorphose Côtes-du-Rhône-Villages 2022,2022.0,3.9,351,351,3.9,cotes-de-rhone-villages,9.5,shiraz-syrah,44.23446037663721,4.675420640305762
