Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude,dept,station,altitude,GDD,TM_summer,TX_summer,temp_amp_summer,hot_days,rainy_days_summer,rain_June,rain_SepOct,frost_days_Apr,avg_TM_Apr,dist_km
Château de Lavagnac,Bordeaux 2015,2015.0,3.6,76,766,3.5,bordeaux,4.1,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,1860.2,22.380645161290325,28.89032258064516,11.95483870967742,4.0,6.0,34.0,71.5,0.0,14.29,5.317701561530501
Château de Callac,Graves Rouge 2011,2011.0,3.6,221,3008,3.7,graves,4.5,cabernet-sauvignon,44.6,-0.4,33,33504001,65,1854.45,20.153225806451616,26.35645161290323,11.30161290322581,2.0,5.0,55.5,94.5,0.0,15.75,8.479655258174086
Château Gravelier,Bordeaux Rouge 2022,2022.0,3.4,621,621,3.4,bordeaux,4.9,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2421.0999999999995,25.029032258064518,32.291935483870965,13.583870967741936,17.0,1.0,110.8,82.39999999999999,0.0,13.3,1.5177606121134102
Château de Brandey,Bordeaux Rouge 2015,2015.0,3.6,333,1705,3.4,bordeaux,4.9,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,1860.2,22.380645161290325,28.89032258064516,11.95483870967742,4.0,6.0,34.0,71.5,0.0,14.29,5.317701561530501
Les Hauts de Palette,Château Haut-Mondain Bordeaux Rouge 2016,2016.0,3.4,258,1919,3.6,bordeaux,4.9,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,1779.4,22.0983870967742,28.667741935483875,12.424193548387095,8.0,0.0,74.5,81.5,0.0,11.876666666666665,5.317701561530501
Lafleur Chevalier,Bordeaux 2020,2020.0,3.3,92,92,3.3,bordeaux,5.0,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2091.3999999999996,23.14677419354839,29.612903225806456,11.746774193548386,7.0,2.0,51.2,209.49999999999997,0.0,15.95,1.5177606121134102
Les Vignerons des Albères,Malicieuse Syrah 2022,2022.0,3.5,51,52,3.5,cotes-catalanes,5.05,shiraz-syrah,42.625,2.5,66,66074002,321,2158.1,24.672580645161286,32.37096774193549,16.077419354838707,11.0,1.0,10.6,33.400000000000006,3.0,12.336666666666666,4.428144082308414
Château Mayne-Vallet,Blaye - Côtes de Bordeaux 2017,2017.0,3.8,81,1497,3.5,blaye-cotes-de-bordeaux,5.1,cabernet-sauvignon,45.13333,-0.66667,33,33314005,26,1764.3500000000004,20.830508474576266,26.333870967741934,10.258064516129034,1.0,0.0,111.1,96.4,0.0,12.76333333333333,12.807928861307474
Château Mayne-Vallet,Blaye - Côtes de Bordeaux 2019,2019.0,3.5,1497,1497,3.5,blaye-cotes-de-bordeaux,5.1,cabernet-sauvignon,45.13333,-0.66667,33,33314005,26,1771.1,21.91774193548387,28.141935483870963,11.70967741935484,2.0,3.0,95.2,172.40000000000003,0.0,12.379999999999999,12.807928861307474
Château Mayne-Vallet,Blaye - Côtes de Bordeaux 2018,2018.0,3.5,131,1497,3.5,blaye-cotes-de-bordeaux,5.2,cabernet-sauvignon,45.13333,-0.66667,33,33314005,26,1906.8000000000002,22.34516129032258,28.512903225806454,11.679032258064517,5.0,5.0,41.4,66.7,0.0,13.886666666666667,12.807928861307474
Château Reindent,Bordeaux Supérieur 2016,2016.0,3.7,78,203,3.7,bordeaux-superieur,5.27,cabernet-sauvignon,44.83333,-0.56667,33,33550001,25,1779.4,22.0983870967742,28.667741935483875,12.424193548387095,8.0,0.0,74.5,81.5,0.0,11.876666666666665,4.8821884797068025
Arnaud de Villeneuve,To Bi or Not To Bi Merlot - Grenache 2022,2022.0,3.3,83,83,3.3,languedoc,5.4,shiraz-syrah,43.6,3.88333,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,7.066634340757541
Marquille,Bordeaux Rouge 2014,2014.0,2.7,109,109,2.7,bordeaux,5.4,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,1855.75,20.353225806451608,25.67258064516129,9.812903225806451,1.0,3.0,71.5,62.5,0.0,14.183333333333334,5.317701561530501
Château Mayne-Vallet,Blaye - Côtes de Bordeaux 2021,2021.0,3.5,1497,1497,3.5,blaye-cotes-de-bordeaux,5.4,cabernet-sauvignon,45.13333,-0.66667,33,33314005,26,1621.6,19.929032258064513,25.287096774193547,9.80483870967742,0.0,1.0,156.20000000000002,120.0,0.0,12.613333333333333,12.807928861307474
Les Notables de Maucaillou,Le B de Maucaillou 2021,2021.0,3.6,42,7164,3.6,bordeaux-superieur,5.8,cabernet-sauvignon,44.83333,-0.56667,33,33063001,10,1853.0500000000002,21.00806451612903,26.466129032258067,9.896774193548387,1.0,0.0,186.0,98.90000000000002,0.0,13.5,2.51155377518129
Château Montesquieu des Albères,Côtes du Roussillon Rouge 2023,2023.0,3.6,38,38,3.6,cotes-du-roussillon,5.9,shiraz-syrah,42.68861,2.89472,66,66136001,42,2580.85,25.701612903225804,31.0,9.901612903225804,7.0,1.0,12.400000000000002,56.20000000000001,0.0,15.633333333333333,5.6877095625503085
Château de Callac,Graves Rouge 2014,2014.0,3.7,113,3008,3.7,graves,5.94,cabernet-sauvignon,44.6,-0.4,33,33504001,65,1769.5,19.782258064516125,25.35161290322581,10.054838709677421,0.0,4.0,61.0,57.5,0.0,13.609999999999998,8.479655258174086
Vinovalie,Les Blousons Noirs Malbec 2021,2021.0,3.7,604,604,3.7,cahors,6.0,malbec,44.44889,1.44,46,46197002,260,1568.95,20.141935483870963,27.085483870967742,12.754838709677422,1.0,4.0,154.3,215.39999999999998,3.0,11.34,8.373839273353473
Pierrick Harang,Le Petit Balthazar Merlot 2021,2021.0,3.0,40,609,3.1,vin-de-pays-doc,6.0,shiraz-syrah,43.61194,3.87722,34,34154001,1,2051.6500000000005,23.979032258064517,29.361290322580643,10.780645161290321,0.0,4.0,9.9,250.7,0.0,12.713333333333333,8.088056969397064
Château des Graves,Bordeaux Supérieur 2018,2018.0,3.6,285,285,3.6,bordeaux-superieur,6.0,cabernet-sauvignon,44.83333,-0.56667,33,33550001,25,2027.15,23.29032258064516,29.58548387096774,12.038709677419357,6.0,3.0,55.0,85.5,0.0,14.22,4.8821884797068025
Vignerons de Tautavel Vingrau,Le Cirque Rouge 2021,2021.0,3.6,43,6164,3.5,cotes-catalanes,6.0,shiraz-syrah,42.625,2.5,66,66074002,321,1660.6,21.791935483870965,28.93387096774193,14.467741935483868,0.0,2.0,48.900000000000006,139.5,2.0,10.849999999999998,4.428144082308414
Vinovalie,Sans Culotte ni Sulfites Rouge 2022,2022.0,3.3,315,315,3.3,cahors,6.0,malbec,44.44889,1.44,46,46197002,260,2257.2,25.017741935483873,33.9741935483871,17.188709677419357,28.0,0.0,59.20000000000001,97.2,4.0,11.846666666666666,8.373839273353473
Château d'Auzanet,Cuvée des Abeilles Bordeaux 2018,2018.0,3.3,32,413,3.8,bordeaux,6.0,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,2027.15,23.29032258064516,29.58548387096774,12.038709677419357,6.0,3.0,55.0,85.5,0.0,14.22,5.317701561530501
Château du Juge,Bordeaux Rouge 2020,2020.0,3.5,141,141,3.5,bordeaux,6.0,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2091.3999999999996,23.14677419354839,29.612903225806456,11.746774193548386,7.0,2.0,51.2,209.49999999999997,0.0,15.95,1.5177606121134102
Château Mayne-Vallet,Blaye - Côtes de Bordeaux 2015,2015.0,3.7,225,1497,3.5,blaye-cotes-de-bordeaux,6.0,cabernet-sauvignon,45.13333,-0.66667,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,12.807928861307474
Abbe Rous,Malis Rouge 2022,2022.0,3.5,142,142,3.5,cotes-du-roussillon,6.05,shiraz-syrah,42.68861,2.89472,66,66136001,42,2669.9,27.335483870967742,32.872580645161285,11.114516129032259,10.0,0.0,10.6,64.00000000000001,0.0,14.619999999999997,5.6877095625503085
Raoul Mapoul,Rouge 2022,2022.0,3.7,127,127,3.7,vin-de-pays-doc,6.1,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
Le Chai des Vignerons,La Cuvée de Léon Corbières 2022,2022.0,3.7,71,71,3.7,corbieres,6.14,shiraz-syrah,43.08333,2.68333,11,11203004,60,2557.55,26.48225806451613,33.40806451612903,13.330645161290324,17.0,0.0,44.800000000000004,28.2,0.0,13.419999999999998,10.632680047160013
Château du Juge,Bordeaux Supérieur Rouge 2018,2018.0,3.3,82,82,3.3,bordeaux,6.3,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,2027.15,23.29032258064516,29.58548387096774,12.038709677419357,6.0,3.0,55.0,85.5,0.0,14.22,5.317701561530501
Cellier des Demoiselles,Pinot 2023,2023.0,3.7,44,99,3.7,vin-de-pays-doc,6.41,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Les Jamelles,Les Petites Jamelles Rouge 2024,2024.0,3.5,1069,1069,3.5,vin-de-pays-doc,6.45,shiraz-syrah,43.61194,3.87722,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,8.088056969397064
Château Mayne-Vallet,Blaye - Côtes de Bordeaux 2012,2012.0,3.7,284,1497,3.5,blaye-cotes-de-bordeaux,6.5,cabernet-sauvignon,45.13333,-0.66667,33,33314003,19,1693.95,20.700000000000006,27.477419354838712,12.475806451612904,5.0,0.0,67.0,177.5,0.0,10.696666666666664,8.010395375705258
Château Hauchat,Fronsac 2016,2016.0,3.7,209,1209,3.7,fronsac,6.5,cabernet-sauvignon,44.93333,-0.25,33,33394002,38,1630.9499999999998,21.412903225806453,28.961290322580645,15.029032258064516,9.0,0.0,112.60000000000001,86.90000000000002,0.0,11.629999999999997,5.182599500414133
Maubrac Guérin,Château le Faure Bordeaux 2021,2021.0,3.4,1555,1555,3.4,bordeaux,6.5,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,1853.0500000000002,21.00806451612903,26.466129032258067,9.896774193548387,1.0,0.0,186.0,98.90000000000002,0.0,13.5,1.5177606121134102
Château du Juge,Bordeaux Supérieur Rouge 2016,2016.0,3.3,26,82,3.3,bordeaux,6.5,cabernet-sauvignon,44.83779,-0.57918,33,33550001,25,1779.4,22.0983870967742,28.667741935483875,12.424193548387095,8.0,0.0,74.5,81.5,0.0,11.876666666666665,5.317701561530501
Château Galau,Côtes de Bourg 2018,2018.0,3.6,63,642,3.6,cotes-de-bourg,6.5,cabernet-sauvignon,45.05,-0.63333,33,33415001,42,1914.7499999999998,22.388709677419357,29.398387096774194,13.203225806451611,5.0,2.0,81.10000000000001,109.2,0.0,13.913333333333332,12.876669370827733
Château Galau,Côtes de Bourg 2019,2019.0,3.6,642,642,3.6,cotes-de-bourg,6.5,cabernet-sauvignon,45.05,-0.63333,33,33415001,42,1813.3,22.22903225806452,29.258064516129036,13.038709677419357,5.0,1.0,97.30000000000001,154.89999999999998,0.0,12.216666666666667,12.876669370827733
Château La Guillaumette,Bordeaux 2022,2022.0,3.5,448,448,3.5,bordeaux,6.5,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2421.0999999999995,25.029032258064518,32.291935483870965,13.583870967741936,17.0,1.0,110.8,82.39999999999999,0.0,13.3,1.5177606121134102
Château Galau,Côtes de Bourg 2017,2017.0,3.6,39,642,3.6,cotes-de-bourg,6.5,cabernet-sauvignon,45.05,-0.63333,33,33415001,42,1772.8000000000002,20.893548387096775,26.99516129032258,11.146774193548389,1.0,1.0,147.7,112.8,1.0,12.263333333333334,12.876669370827733
Semper,Squerda Côtes du Roussillon Villages 'Lesquerde' 2024,2024.0,3.8,339,339,3.8,cotes-du-roussillon-villages,6.5,shiraz-syrah,42.68333,2.68333,66,66088003,158,2140.2,24.99838709677419,31.622580645161293,12.89032258064516,9.0,1.0,24.5,194.0,0.0,14.433333333333332,6.228951314553339
Blason Timberlay,Bordeaux Merlot - Cabernet Sauvignon 2020,2020.0,3.3,39,1207,3.5,bordeaux,6.6,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2091.3999999999996,23.14677419354839,29.612903225806456,11.746774193548386,7.0,2.0,51.2,209.49999999999997,0.0,15.95,1.5177606121134102
Maubrac Guérin,Chateau Palene Bordeaux 2020,2020.0,3.7,245,3395,3.6,bordeaux,6.72,cabernet-sauvignon,44.83779,-0.57918,33,33063001,10,2091.3999999999996,23.14677419354839,29.612903225806456,11.746774193548386,7.0,2.0,51.2,209.49999999999997,0.0,15.95,1.5177606121134102
Marrenon,Les Meridiennes Rouge 2021,2021.0,3.1,44,44,3.1,cotes-du-rhone,6.75,shiraz-syrah,44.25,4.63333,84,84064001,46,1944.4499999999998,23.05,30.008064516129032,13.108064516129032,3.0,4.0,27.5,305.5,0.0,11.810000000000002,8.084706772366594
Cellier des Chartreux,Cuvée des Chartreux Belle Emilie Rouge 2024,2024.0,3.4,1184,1184,3.4,gard,6.88,shiraz-syrah,43.83333,4.41667,13,13108004,15,2262.7,25.693548387096765,32.67741935483871,12.841935483870968,14.0,0.0,19.5,203.7,0.0,14.133333333333331,17.93171933896201
Cellier des Chartreux,CAB Grand Prébos Cabernet Sauvignon 2023,2023.0,4.0,939,939,4.0,gard,6.88,shiraz-syrah,43.83333,4.41667,13,13108004,15,2440.45,25.30322580645161,31.998387096774195,13.014516129032259,10.0,1.0,87.99999999999999,67.9,0.0,14.520000000000001,17.93171933896201
Cellier des Chartreux,Le Chant du Merle Merlot 2023,2023.0,3.5,433,433,3.5,gard,6.88,shiraz-syrah,43.83333,4.41667,13,13108004,15,2440.45,25.30322580645161,31.998387096774195,13.014516129032259,10.0,1.0,87.99999999999999,67.9,0.0,14.520000000000001,17.93171933896201
Cellier des Chartreux,Le Chant du Merle Merlot 2024,2024.0,3.5,433,433,3.5,gard,6.88,shiraz-syrah,43.83333,4.41667,13,13108004,15,2262.7,25.693548387096765,32.67741935483871,12.841935483870968,14.0,0.0,19.5,203.7,0.0,14.133333333333331,17.93171933896201
Château Pouyau de Boisset,Cuvée Réserve Blaye - Côtes de Bordeaux 2018,2018.0,3.6,32,182,3.5,blaye-cotes-de-bordeaux,6.9,cabernet-sauvignon,45.13333,-0.66667,33,33314005,26,1906.8000000000002,22.34516129032258,28.512903225806454,11.679032258064517,5.0,5.0,41.4,66.7,0.0,13.886666666666667,12.807928861307474
Domaine Les Prunelles,Merlot 2023,2023.0,3.3,43,43,3.3,vin-de-pays-doc,6.9,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Les Vignerons du Sommiérois,Tiberius Rouge 2023,2023.0,3.3,183,183,3.3,vin-de-pays-doc,6.9,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Gérard Bertrand,Naturae Merlot 2023,2023.0,3.6,56,2323,3.5,vin-de-pays-doc,6.9,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Château La Galante,Bordeaux Supérieur 2020,2020.0,3.6,323,323,3.6,bordeaux-superieur,6.9,cabernet-sauvignon,44.83333,-0.56667,33,33063001,10,2091.3999999999996,23.14677419354839,29.612903225806456,11.746774193548386,7.0,2.0,51.2,209.49999999999997,0.0,15.95,2.51155377518129
Domaine du Clos Roca,Le P'tit Roca 2024,2024.0,3.7,270,270,3.7,languedoc,6.9,shiraz-syrah,43.6,3.88333,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,7.066634340757541
Gérard Bertrand,Autrement Cabernet Sauvignon 2022,2022.0,3.5,50,1145,3.4,vin-de-pays-doc,6.9,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
Château de la Greniere,Lussac Saint-Émilion 2022,2022.0,3.7,1054,1054,3.7,lussac-st-emilion,6.9,cabernet-sauvignon,44.88333,-0.15,33,33394002,38,2163.7,24.06612903225807,32.06935483870968,16.056451612903224,19.0,1.0,80.30000000000001,60.4,2.0,12.49,4.8513840042000425
Gérard Bertrand,6ème Sens Rouge 2022,2022.0,3.6,238,3304,3.4,vin-de-pays-doc,6.9,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
Cellier des Demoiselles,Domaine des Vals Rouge 2024,2024.0,3.7,446,446,3.7,corbieres,6.94,shiraz-syrah,43.08333,2.68333,11,11185001,130,2115.65,24.835483870967742,31.291935483870965,12.083870967741937,11.0,2.0,12.399999999999999,104.10000000000001,0.0,13.536666666666665,5.0759456758638555
Château du Donjon,Le P'tit Coup Rouge 2022,2022.0,3.5,253,253,3.5,coteaux-de-peyriac,6.95,shiraz-syrah,43.18333,2.73333,11,11203004,60,2557.55,26.48225806451613,33.40806451612903,13.330645161290324,17.0,0.0,44.800000000000004,28.2,0.0,13.419999999999998,1.2051345057591407
Les Jamelles,Carignan 2022,2022.0,3.8,954,954,3.8,vin-de-pays-doc,6.95,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
Oisly Thésée,Vallée des Rois Gamay Touraine 2023,2023.0,3.6,64,64,3.6,touraine,6.95,cabernet-sauvignon,47.3,0.7,37,37122001,93,1730.3,20.177419354838705,26.572580645161292,12.093548387096773,2.0,3.0,34.699999999999996,169.99999999999997,1.0,10.940000000000001,4.071821539557167
Domaine de La Bastide - Vincent & Stéphanie Boyer,Côtes-du-Rhône Rouge 2023,2023.0,3.7,1242,1242,3.7,cotes-du-rhone,6.99,shiraz-syrah,44.25,4.63333,84,84064001,46,2358.0,25.06451612903226,33.75322580645161,16.596774193548388,25.0,1.0,121.39999999999999,153.3,0.0,13.446666666666669,8.084706772366594
Domaine Lafage,Le Manse 2019,2019.0,3.6,65,194,3.7,cotes-catalanes,6.99,shiraz-syrah,42.625,2.5,66,66074002,321,1688.15,22.795161290322575,30.159677419354843,14.979032258064517,0.0,4.0,35.5,199.29999999999998,3.0,11.51,4.428144082308414
Domaine de la Perdrix,Pour ceux qui Rêvent le jour... Rouge 2024,2024.0,3.9,57,57,3.9,languedoc-roussillon,7.02,shiraz-syrah,43.6,3.38333,34,34319001,122,2155.05,25.441935483870967,32.54838709677419,13.774193548387098,21.0,0.0,13.400000000000002,117.5,0.0,13.833333333333336,8.985537989478411
Domaine de Tara,Terre d'Ocres Rouge 2010,2010.0,3.5,44,509,3.5,cotes-du-ventoux,7.02,shiraz-syrah,44.16667,5.25,84,84017006,1455,712.6500000000001,16.559677419354838,22.591935483870973,10.345161290322581,0.0,1.0,101.5,312.0,11.0,5.696666666666667,5.818720671828065
Gayda,Flying Solo Grenache - Syrah 2023,2023.0,3.5,47,3458,3.4,languedoc-roussillon,7.15,shiraz-syrah,43.6,3.38333,34,34319001,122,2409.55,25.159677419354836,31.993548387096777,13.320967741935485,12.0,1.0,36.2,105.6,0.0,14.48333333333333,8.985537989478411
Dom Brial,Les Camines Rouge 2022,2022.0,3.8,41,420,3.6,cotes-catalanes,7.15,shiraz-syrah,42.625,2.5,66,66074002,321,2158.1,24.672580645161286,32.37096774193549,16.077419354838707,11.0,1.0,10.6,33.400000000000006,3.0,12.336666666666666,4.428144082308414
Maison Marigny,Buddy Grenache 2021,2021.0,3.6,58,58,3.6,vin-de-pays-doc,7.2,grenache-noir,43.61194,3.87722,34,34154001,1,2051.6500000000005,23.979032258064517,29.361290322580643,10.780645161290321,0.0,4.0,9.9,250.7,0.0,12.713333333333333,8.088056969397064
Bruno Andreu,Aromatic Merlot 2023,2023.0,3.6,105,105,3.6,vin-de-pays-doc,7.2,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Famille Cros Pujol,Zangre Rouge 2023,2023.0,3.4,157,157,3.4,vin-de-pays-doc,7.29,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
Dom Brial,Les Camines Rouge 2024,2024.0,3.6,420,420,3.6,cotes-catalanes,7.3,shiraz-syrah,42.625,2.5,66,66074002,321,1845.2,23.700000000000003,31.529032258064515,15.754838709677419,9.0,1.0,20.200000000000003,130.7,0.0,13.366666666666667,4.428144082308414
Jeff Carrel,Le Fiston Terres du Midi 2021,2021.0,3.7,116,562,3.6,languedoc,7.3,shiraz-syrah,43.6,3.88333,34,34154001,1,2051.6500000000005,23.979032258064517,29.361290322580643,10.780645161290321,0.0,4.0,9.9,250.7,0.0,12.713333333333333,7.066634340757541
Chateau des Hospices,Nova Ona Rouge 2023,2023.0,3.7,135,135,3.7,languedoc-roussillon,7.3,shiraz-syrah,43.6,3.38333,34,34319001,122,2409.55,25.159677419354836,31.993548387096777,13.320967741935485,12.0,1.0,36.2,105.6,0.0,14.48333333333333,8.985537989478411
Chateau des Hospices,Nova Ona Rouge 2022,2022.0,3.7,135,135,3.7,languedoc-roussillon,7.3,shiraz-syrah,43.6,3.38333,34,34319001,122,2560.9000000000005,26.817741935483873,34.28709677419355,14.403225806451614,23.0,3.0,29.500000000000004,74.70000000000002,0.0,13.973333333333333,8.985537989478411
Les Vignerons du Sommiérois,Rouge Tauride 2024,2024.0,3.6,27,27,3.6,vin-de-pays-doc,7.3,shiraz-syrah,43.61194,3.87722,34,34154001,1,2213.8,25.608064516129033,31.16612903225806,11.116129032258065,3.0,0.0,18.199999999999996,118.10000000000001,0.0,14.363333333333332,8.088056969397064
Domaine de la Mordorée,Côtes-du-Rhône Rouge 2020,2020.0,3.6,48,377,3.8,cotes-du-rhone,7.34,shiraz-syrah,44.25,4.63333,84,84064001,46,2127.4500000000003,24.562903225806455,33.346774193548384,16.47741935483871,23.0,1.0,66.4,163.8,0.0,14.093333333333337,8.084706772366594
Château Beauchene,Le Pavillon du Côtes du Rhône 2023,2023.0,3.7,516,516,3.7,cotes-du-rhone,7.37,shiraz-syrah,44.25,4.63333,84,84064001,46,2358.0,25.06451612903226,33.75322580645161,16.596774193548388,25.0,1.0,121.39999999999999,153.3,0.0,13.446666666666669,8.084706772366594
Les Goubert,Côtes-du-Rhône 2017,2017.0,3.5,185,185,3.5,cotes-du-rhone,7.38,shiraz-syrah,44.25,4.63333,07,07168001,230,2058.6500000000005,24.148076923076925,31.022580645161295,13.293548387096774,8.0,1.0,29.9,12.399999999999999,0.0,13.323333333333334,17.383936697206455
Gérard Bertrand,Naturae Syrah 2023,2023.0,3.6,51,2576,3.5,vin-de-pays-doc,7.4,shiraz-syrah,43.61194,3.87722,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,8.088056969397064
EnvyFol,Merlot 2022,2022.0,3.8,30,276,3.7,vin-de-pays-doc,7.4,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
EnvyFol,G.S.M 2022,2022.0,3.9,64,705,3.7,vin-de-pays-doc,7.4,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
Colette & Léon,Beaujolais Villages Rouge 2016,2016.0,3.6,32,32,3.6,beaujolais-villages,7.43,gamay,46.1,4.7,69,69211001,240,1119.75,21.214814814814808,27.77592592592593,12.41851851851852,0.0,5.0,61.5,0.0,0.0,10.796666666666663,1.9752103946875819
Gérard Bertrand,Naturae Corbières 2021,2021.0,3.5,655,655,3.5,corbieres,7.45,shiraz-syrah,43.08333,2.68333,11,11203004,60,2068.15,23.487096774193546,29.79516129032258,12.0,2.0,2.0,40.400000000000006,118.70000000000003,1.0,12.143333333333333,10.632680047160013
Château Gravelines,Aliénor Côtes de Bordeaux Rouge 2019,2019.0,3.7,165,165,3.7,cotes-de-bordeaux,7.45,cabernet-sauvignon,44.75,-0.31667,33,33482001,82,1778.9,22.429032258064517,29.358064516129033,13.196774193548388,4.0,2.0,61.39999999999999,136.29999999999998,0.0,12.069999999999999,17.193446440008092
Gérard Bertrand,Naturae Corbières 2023,2023.0,3.5,655,655,3.5,corbieres,7.45,shiraz-syrah,43.08333,2.68333,11,11185001,130,2362.2999999999997,24.756451612903223,31.23064516129032,12.098387096774193,11.0,2.0,63.4,38.00000000000001,0.0,13.906666666666668,5.0759456758638555
Domaine la Provenquière,Cuvée P Cabernet Franc - Merlot 2020,2020.0,3.7,218,218,3.7,vin-de-pays-doc,7.5,shiraz-syrah,43.61194,3.87722,34,34154001,1,2178.9500000000003,25.10322580645161,30.529032258064515,10.937096774193549,3.0,1.0,18.3,35.900000000000006,0.0,14.090000000000002,8.088056969397064
Domaine Félines Jourdan,Entrechats 2023,2023.0,3.7,217,217,3.7,languedoc,7.5,shiraz-syrah,43.6,3.88333,34,34154001,1,2393.9,25.190322580645162,30.320967741935487,10.201612903225806,2.0,0.0,31.100000000000005,54.3,0.0,14.49,7.066634340757541
Domaine la Colombette,Puech d'Hortes Grenache - Syrah 2023,2023.0,3.9,29,503,3.7,pays-dherault,7.5,shiraz-syrah,43.56667,3.41667,34,34319001,122,2409.55,25.159677419354836,31.993548387096777,13.320967741935485,12.0,1.0,36.2,105.6,0.0,14.48333333333333,9.709139396092093
Clos Bagatelle,Aux 4 Vents Rouge 2023,2023.0,3.5,124,124,3.5,pays-dherault,7.5,shiraz-syrah,43.56667,3.41667,34,34319001,122,2409.55,25.159677419354836,31.993548387096777,13.320967741935485,12.0,1.0,36.2,105.6,0.0,14.48333333333333,9.709139396092093
M. Chapoutier,Marius Grenache - Syrah 2022,2022.0,3.7,788,16262,3.6,vin-de-pays-doc,7.5,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
Famille Cros Pujol,Zangre Rouge 2022,2022.0,3.4,157,157,3.4,vin-de-pays-doc,7.5,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
Les Jamelles,Mourvèdre 2022,2022.0,3.8,47,4737,3.8,vin-de-pays-doc,7.5,shiraz-syrah,43.61194,3.87722,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,8.088056969397064
