Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude,dept,station,altitude,GDD,TM_summer,TX_summer,temp_amp_summer,hot_days,rainy_days_summer,rain_June,rain_SepOct,frost_days_Apr,avg_TM_Apr,dist_km
Domaine Perrot-Minot,Vignes Centenaires Nuits-Saint-Georges 1er Cru 'La Richemone' 2012,2012.0,4.5,40,261,4.4,nuits-saint-georges-la-richemone,685.0,pinot-noir,46.525702,2.282407,18,18187004,462,1195.85,18.679032258064513,24.387096774193548,10.746774193548386,2.0,5.0,75.10000000000001,168.2,1.0,7.76,11.701073819623247
Jayer Gilles,Échezeaux du Dessus Grand Cru 2013,2013.0,4.3,64,895,4.3,echezeaux,685.0,pinot-noir,47.250529,4.905824,21,21473001,219,1316.85,20.932258064516127,26.7758064516129,11.675806451612903,1.0,4.0,75.5,167.39999999999998,2.0,10.133333333333331,13.906991477989024
Domaine Armand Rousseau,Gevrey-Chambertin 1er Cru Les Cazetiers 2010,2010.0,4.3,37,889,4.4,gevrey-chambertin-premier-cru,690.0,pinot-noir,47.2292,4.956,21,21473001,219,1237.2,19.925806451612896,25.569354838709675,11.11774193548387,0.0,6.0,122.19999999999999,122.69999999999999,2.0,11.186666666666664,10.873237907088209
Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé) 2018,2018.0,4.6,277,46592,4.6,pessac-leognan,690.0,cabernet-sauvignon,44.80321,-0.59432,33,33550001,25,2027.15,23.29032258064516,29.58548387096774,12.038709677419357,6.0,3.0,55.0,85.5,0.0,14.22,2.0243113367736165
Liber Pater,Denarius Graves 2019,2019.0,4.2,51,202,4.3,graves,695.0,cabernet-sauvignon,44.6,-0.4,33,33504001,65,1834.4499999999998,22.587096774193547,29.877419354838707,13.408064516129032,5.0,2.0,91.5,151.5,0.0,12.136666666666665,8.479655258174086
Domaine des Lambrays,Clos des Lambrays Grand Cru 2021,2021.0,4.5,39,7617,4.4,clos-de-lambrays,695.5,pinot-noir,45.605031,3.692539,42,42039003,990,658.1,14.969354838709679,20.182258064516127,10.043548387096777,0.0,4.0,138.70000000000002,177.4,15.0,4.996666666666667,15.740796023294875
Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé) 2020,2020.0,4.4,97,46592,4.6,pessac-leognan,698.1,cabernet-sauvignon,44.80321,-0.59432,33,33550001,25,1953.65,22.65,29.264516129032252,12.116129032258065,6.0,1.0,67.5,216.5,0.0,15.243333333333334,2.0243113367736165
Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé) 2012,2012.0,4.5,1522,86784,4.6,pauillac,699.6,cabernet-sauvignon,45.1912,-0.7518,33,33314003,19,1693.95,20.700000000000006,27.477419354838712,12.475806451612904,5.0,0.0,67.0,177.5,0.0,10.696666666666664,1.8068735788744228
Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé) 2012,2012.0,4.6,763,45405,4.6,pauillac,700.0,cabernet-sauvignon,45.1912,-0.7518,33,33314003,19,1693.95,20.700000000000006,27.477419354838712,12.475806451612904,5.0,0.0,67.0,177.5,0.0,10.696666666666664,1.8068735788744228
Domaine Jacques Prieur,Musigny Grand Cru 2013,2013.0,4.5,49,879,4.5,musigny,700.0,pinot-noir,47.239368,3.153248,18,18262002,195,1383.5,20.81129032258064,27.659677419354836,13.001612903225805,1.0,1.0,42.0,191.0,3.0,9.956666666666669,23.087725469991135
Méo-Camuzet,Echezeaux Grand Cru 'Les Rouges du Bas' 2016,2016.0,4.6,44,579,4.5,echezeaux,700.0,pinot-noir,47.250529,4.905824,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,13.906991477989024
Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé) 2021,2021.0,4.2,125,86784,4.6,pauillac,700.0,cabernet-sauvignon,45.1912,-0.7518,33,33314005,26,1621.6,19.929032258064513,25.287096774193547,9.80483870967742,0.0,1.0,156.20000000000002,120.0,0.0,12.613333333333333,3.539512955264097
Château Rayas,Pignan Châteauneuf-du-Pape Réserve Rouge 2014,2014.0,4.6,2557,2557,4.6,chateauneuf-du-pape,703.5,shiraz-syrah,44.0619,4.82833,84,84087001,57,2120.0999999999995,22.22741935483872,28.330645161290327,11.67258064516129,0.0,4.0,32.6,128.89999999999998,0.0,14.93,9.547965451317756
Domaine Arnoux-Lachaux,Vosne-Romanée 2015,2015.0,4.3,133,2001,4.1,vosne-romanee,707.0,pinot-noir,47.0937,4.5716,21,21567001,396,1210.1,20.790322580645164,28.0258064516129,14.30967741935484,9.0,3.0,47.8,158.70000000000002,5.0,10.516666666666667,6.5153313857727015
Clos Rougeard,Le Bourg Saumur Champigny 2013,2013.0,4.7,67,1553,4.5,saumur-champigny,708.75,cabernet-franc,47.25,-0.08333,49,49215002,58,1403.3,20.879032258064516,27.10483870967742,12.346774193548388,1.0,1.0,63.5,117.0,2.0,10.34,14.048748160124559
Mommessin,Gigondas Les Épices 2017,2017.0,3.8,350,350,3.8,gigondas,710.0,shiraz-syrah,44.15432,4.8421,84,84087001,57,2168.7,24.875806451612902,32.437096774193556,14.616129032258064,13.0,0.0,22.299999999999997,8.0,0.0,13.916666666666666,1.8617750586841866
Domaine du Clos de Tart,Clos de Tart Grand Cru Monopole 2018,2018.0,4.8,82,6159,4.5,clos-de-tart,715.0,pinot-noir,47.886801,3.092411,89,89133001,170,1618.65,21.693548387096772,28.954838709677425,14.395161290322582,5.0,0.0,40.699999999999996,43.3,0.0,12.533333333333335,12.513754512325088
Domaine G. Roumier,Chambolle-Musigny 1er Cru 'Les Cras' 2022,2022.0,4.4,2140,2140,4.4,chambolle-musigny-les-cras,716.0,pinot-noir,47.1728,4.9694,21,21564001,203,1681.6,22.162903225806453,30.66290322580645,16.946774193548386,5.0,0.0,130.2,128.5,4.0,10.320000000000002,9.596812749165672
Philippe Pacalet,Échézeaux Grand Cru 2019,2019.0,4.6,25,590,4.4,echezeaux,719.24,pinot-noir,47.250529,4.905824,21,21473001,219,1543.6,22.24516129032258,28.9741935483871,13.490322580645165,4.0,3.0,35.3,130.0,2.0,10.386666666666667,13.906991477989024
Château Margaux,Château Margaux (Premier Grand Cru Classé) 2020,2020.0,4.6,98,53109,4.6,margaux,720.0,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,1840.5999999999997,21.937096774193552,28.89677419354839,12.97258064516129,5.0,0.0,76.4,235.2,0.0,14.896666666666667,15.385442876263323
La Grange des Pères,Vin de Pays de l'Hérault 2014,2014.0,4.5,918,10796,4.5,pays-dherault,720.0,shiraz-syrah,43.56667,3.41667,34,34237001,73,1951.9499999999998,21.659677419354836,27.245161290322585,11.124193548387096,0.0,3.0,52.5,161.5,0.0,14.610344827586209,11.341469514405945
Hudelot-Noëllat,Vosne-Romanée 1er Cru 'Les Beaumonts' 2019,2019.0,4.3,319,319,4.3,vosne-romanee-premier-cru,732.5,pinot-noir,47.0937,4.5716,21,21567001,396,1290.35,20.701612903225808,28.203225806451613,15.24516129032258,3.0,3.0,53.3,125.60000000000001,5.0,9.243333333333332,6.5153313857727015
Domaine Sylvain Cathiard,Nuits-Saint-Georges 1er Cru 'Aux Murgers' 2021,2021.0,4.3,571,571,4.3,nuits-saint-georges-aux-murgers,732.5,pinot-noir,47.1378,4.9518,21,21590001,246,1303.6499999999999,18.946774193548393,24.327419354838703,10.029032258064515,0.0,5.0,61.6,188.20000000000002,3.0,9.713333333333335,12.570407514659813
Domaine Jean-Louis Chave,L'Hermitage 2021,2021.0,4.4,52,10201,4.6,hermitage,732.5,shiraz-syrah,45.0616,4.8472,26,26179001,153,1706.25,21.303225806451614,27.26129032258065,11.172580645161291,1.0,7.0,125.8,248.79999999999998,1.0,11.406666666666668,2.871917538456766
Domaine Boigey Frères,Vosne-Romanée Aux Jachées 2020,2020.0,4.3,38,38,4.3,vosne-romanee,735.4,pinot-noir,47.0937,4.5716,21,21567001,396,1342.1,20.606451612903225,27.96935483870968,14.787096774193552,6.0,2.0,82.2,190.00000000000003,5.0,12.603333333333333,6.5153313857727015
Maison Roche de Bellene,Richebourg Grand Cru 2018,2018.0,4.4,44,44,4.4,richebourg,735.4,pinot-noir,46.577721,1.77166,18,18187004,462,1522.9,20.854838709677427,26.525806451612905,11.093548387096773,0.0,3.0,55.199999999999996,59.00000000000001,0.0,12.163333333333334,39.407524313981135
Domaine des Lambrays,Clos des Lambrays Grand Cru 2022,2022.0,4.4,31,7617,4.4,clos-de-lambrays,738.67,pinot-noir,45.605031,3.692539,42,42039003,990,1027.8,17.95967741935484,25.3741935483871,14.96290322580645,0.0,1.0,155.3,213.89999999999998,11.0,6.44,15.740796023294875
Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé) 2015,2015.0,4.6,1110,86784,4.6,pauillac,739.35,cabernet-sauvignon,45.1912,-0.7518,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,3.539512955264097
Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé) 2014,2014.0,4.6,358,45405,4.6,pauillac,740.0,cabernet-sauvignon,45.1912,-0.7518,33,33314005,26,1717.4,19.50322580645161,24.57096774193549,9.532258064516126,1.0,1.0,72.30000000000001,95.6,0.0,13.543333333333333,3.539512955264097
Jean-Claude Boisset,Clos De La Roche Grand Cru 2022,2022.0,4.4,257,257,4.4,clos-de-la-roche,741.29,pinot-noir,47.1808,4.934481,21,21564001,203,1681.6,22.162903225806453,30.66290322580645,16.946774193548386,5.0,0.0,130.2,128.5,4.0,10.320000000000002,12.28457306900872
Domaine Georges Mugneret-Gibourg,Échezeaux Grand Cru 2016,2016.0,4.3,720,720,4.3,echezeaux,741.67,pinot-noir,47.250529,4.905824,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,13.906991477989024
Domaine Comte Georges de Vogüé,Bonnes-Mares Grand Cru 2018,2018.0,4.6,46,3172,4.5,bonnes-mares,743.9,pinot-noir,46.93819,5.030046,21,21131001,182,1728.9,22.059677419354838,29.05483870967742,13.417741935483873,5.0,5.0,57.5,82.39999999999999,1.0,13.163333333333332,16.872365100887876
Domaine Ponsot,Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2021,2021.0,4.4,3225,3226,4.4,clos-de-la-roche,745.28,pinot-noir,47.1808,4.934481,21,21473001,219,1271.65,19.0258064516129,24.488709677419354,10.582258064516129,0.0,4.0,49.9,127.9,5.0,9.249999999999998,15.120852918471774
Domaine Prieuré Roch,Nuits-Saint-Georges 1er Cru 'Clos des Corvées' 2020,2020.0,4.4,25,1512,4.4,nuits-saint-georges-clos-des-corvees,749.99,pinot-noir,44.146403,3.323841,34,34064003,729,1236.95,20.25967741935484,27.51774193548387,13.906451612903227,0.0,1.0,123.60000000000002,267.79999999999995,4.0,10.06333333333333,31.073858413002053
Henri Naudin-Ferrand,Echézeaux Grand Cru 2017,2017.0,4.5,27,385,4.4,echezeaux,750.0,pinot-noir,47.250529,4.905824,21,21473001,219,1455.8999999999999,21.069354838709682,27.416129032258063,12.080645161290324,0.0,4.0,68.9,67.6,3.0,10.136666666666665,13.906991477989024
Morin Pere & Fils,Reserve Tradition 2020,2020.0,4.0,2629,2629,4.0,southern-rhone,750.0,shiraz-syrah,44.3,4.8,26,26211001,146,2104.0499999999997,24.761290322580646,32.03225806451613,13.90967741935484,14.0,2.0,68.6,134.79999999999998,0.0,14.38,8.377191499795366
Domaine Nicole Lamarche (François Lamarche),La Grande Rue Grand Cru Monopole 2017,2017.0,4.4,91,1853,4.4,la-grande-rue,750.0,pinot-noir,43.654347,3.185772,34,34028003,373,1745.35,21.83870967741936,27.34193548387097,10.508064516129032,0.0,0.0,73.9,116.70000000000002,0.0,12.483333333333333,3.584030313489259
Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé) 2011,2011.0,4.6,700,45405,4.6,pauillac,750.0,cabernet-sauvignon,45.1912,-0.7518,33,33314003,19,1905.75,20.19838709677419,26.283870967741937,10.837096774193546,1.0,3.0,29.5,63.5,0.0,16.506666666666668,1.8068735788744228
Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé) 2019,2019.0,4.5,281,86784,4.6,pauillac,750.0,cabernet-sauvignon,45.1912,-0.7518,33,33314005,26,1771.1,21.91774193548387,28.141935483870963,11.70967741935484,2.0,3.0,95.2,172.40000000000003,0.0,12.379999999999999,3.539512955264097
Lucien le Moine,Clos Saint-Denis Grand Cru 2016,2016.0,4.4,451,451,4.4,clos-saint-denis,756.25,pinot-noir,47.16871,4.812102,21,21065001,593,1091.65,19.17258064516129,24.303225806451614,9.667741935483873,0.0,2.0,69.30000000000001,128.5,3.0,7.353333333333334,10.57269145385032
Lucien le Moine,Clos Saint-Denis Grand Cru 2014,2014.0,4.6,52,451,4.4,clos-saint-denis,756.25,pinot-noir,47.16871,4.812102,21,21065001,593,1065.4,16.40967741935484,20.570967741935487,7.391935483870967,0.0,8.0,43.7,124.80000000000001,0.0,10.113333333333337,10.57269145385032
Hudelot-Noëllat,Vosne-Romanée 1er Cru 'Les Beaumonts' 2020,2020.0,4.3,319,319,4.3,vosne-romanee-premier-cru,756.25,pinot-noir,47.0937,4.5716,21,21567001,396,1342.1,20.606451612903225,27.96935483870968,14.787096774193552,6.0,2.0,82.2,190.00000000000003,5.0,12.603333333333333,6.5153313857727015
Domaine G. Roumier,Chambolle-Musigny 1er Cru 'Les Cras' 2018,2018.0,4.5,47,2140,4.4,chambolle-musigny-les-cras,764.7,pinot-noir,47.1728,4.9694,21,21473001,219,1741.9,22.708064516129035,29.2241935483871,13.004838709677419,5.0,3.0,73.30000000000001,52.10000000000001,1.0,13.05,13.868728548029027
Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé) 2016,2016.0,4.7,418,46592,4.6,pessac-leognan,774.2,cabernet-sauvignon,44.80321,-0.59432,33,33550001,25,1779.4,22.0983870967742,28.667741935483875,12.424193548387095,8.0,0.0,74.5,81.5,0.0,11.876666666666665,2.0243113367736165
Domaine Comte Georges de Vogüé,Bonnes-Mares Grand Cru 2019,2019.0,4.6,40,3172,4.5,bonnes-mares,774.7,pinot-noir,46.93819,5.030046,21,21131001,182,1515.85,21.45645161290323,28.55645161290322,13.84032258064516,3.0,5.0,68.69999999999999,154.39999999999998,2.0,10.473333333333334,16.872365100887876
Georges Noëllat,Vosne-Romanée 1er Cru 'Les Beaux Monts' 2020,2020.0,4.2,629,629,4.2,vosne-romanee-les-beaux-monts,780.0,pinot-noir,47.0937,4.5716,21,21567001,396,1342.1,20.606451612903225,27.96935483870968,14.787096774193552,6.0,2.0,82.2,190.00000000000003,5.0,12.603333333333333,6.5153313857727015
Château Margaux,Château Margaux (Premier Grand Cru Classé) 2018,2018.0,4.6,264,53109,4.6,margaux,780.0,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,1914.7499999999998,22.388709677419357,29.398387096774194,13.203225806451611,5.0,2.0,81.10000000000001,109.2,0.0,13.913333333333332,15.385442876263323
Domaine Rostaing,Cote Brune Cote Rotie 2018,2018.0,4.5,37,37,4.5,cote-rotie,780.0,shiraz-syrah,45.48118,4.79933,42,42018001,425,1780.15,22.953225806451613,28.917741935483868,11.904838709677417,1.0,3.0,40.9,106.39999999999999,0.0,13.449999999999998,13.49775508940108
Domaine Ponsot,Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2013,2013.0,4.5,111,3226,4.4,clos-de-la-roche,787.0,pinot-noir,47.1808,4.934481,21,21473001,219,1316.85,20.932258064516127,26.7758064516129,11.675806451612903,1.0,4.0,75.5,167.39999999999998,2.0,10.133333333333331,15.120852918471774
Joseph Drouhin,Chambolle-Musigny 1er Cru 'Les Amoureuses' 2020,2020.0,4.3,427,427,4.3,chambolle-musigny-les-amoureuses,790.0,pinot-noir,43.482675,1.220464,32,32182001,251,1860.25,22.54193548387097,28.76774193548387,11.741935483870968,6.0,0.0,66.89999999999999,155.2,0.0,14.166666666666664,27.774277819220316
Maison Leroy,Gevrey-Chambertin Premier Cru 2010,2010.0,4.4,29,29,4.4,gevrey-chambertin-premier-cru,790.5,pinot-noir,47.2292,4.956,21,21473001,219,1237.2,19.925806451612896,25.569354838709675,11.11774193548387,0.0,6.0,122.19999999999999,122.69999999999999,2.0,11.186666666666664,10.873237907088209
Henri Naudin-Ferrand,Echézeaux Grand Cru 2013,2013.0,4.1,29,385,4.4,echezeaux,793.9,pinot-noir,47.250529,4.905824,21,21473001,219,1316.85,20.932258064516127,26.7758064516129,11.675806451612903,1.0,4.0,75.5,167.39999999999998,2.0,10.133333333333331,13.906991477989024
Domaine de Montille,Vosne-Romanée 1er Cru Aux Malconsorts Christiane 2010,2010.0,4.4,413,414,4.4,vosne-romanee-premier-cru,800.0,pinot-noir,47.0937,4.5716,21,21567001,396,950.05,18.146774193548385,24.124193548387098,11.770967741935483,0.0,10.0,108.4,154.0,4.0,9.610000000000001,6.5153313857727015
Henri Naudin-Ferrand,Echézeaux Grand Cru 2021,2021.0,4.4,385,385,4.4,echezeaux,800.0,pinot-noir,47.250529,4.905824,21,21231001,241,1278.05,18.916129032258066,24.745161290322574,10.987096774193551,0.0,4.0,89.9,139.00000000000003,3.0,9.419999999999998,11.581396662822998
Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé) 2020,2020.0,4.5,167,86784,4.6,pauillac,800.0,cabernet-sauvignon,45.1912,-0.7518,33,33314005,26,1817.25,21.604838709677423,27.846774193548388,11.603225806451617,5.0,4.0,70.3,236.29999999999998,0.0,14.943333333333332,3.539512955264097
Domaine du Clos de Tart,Clos de Tart Grand Cru Monopole 2019,2019.0,4.6,67,6159,4.5,clos-de-tart,800.0,pinot-noir,47.886801,3.092411,89,89133001,170,1432.25,21.111290322580643,28.729032258064514,15.03225806451613,4.0,1.0,46.5,153.70000000000002,3.0,10.413333333333332,12.513754512325088
Château Mouton Rothschild,Pauillac (Premier Grand Cru Classé) 2022,2022.0,4.7,38,86784,4.6,pauillac,800.0,cabernet-sauvignon,45.1912,-0.7518,33,33314005,26,2133.85,23.683870967741942,30.53870967741935,13.180645161290322,13.0,0.0,118.50000000000001,72.6,2.0,12.483333333333333,3.539512955264097
Domaine Dujac,Gevrey Chambertin 1er Cru 'Aux Combottes' 2019,2019.0,4.5,29,1276,4.4,gevrey-chambertin-aux-combottes,803.75,pinot-noir,47.2115,4.9517,21,21473001,219,1543.6,22.24516129032258,28.9741935483871,13.490322580645165,4.0,3.0,35.3,130.0,2.0,10.386666666666667,12.067947378030683
Domaine du Clos de Tart,Clos de Tart Grand Cru Monopole 2022,2022.0,4.5,6158,6159,4.5,clos-de-tart,804.65,pinot-noir,47.886801,3.092411,89,89086001,179,1662.4499999999998,21.879032258064516,28.75,14.093548387096776,3.0,0.0,147.6,143.10000000000002,3.0,10.409999999999997,1.0111814886909414
Domaine Prieuré Roch,Nuits-Saint-Georges 1er Cru 'Clos des Corvées' 2017,2017.0,4.5,83,1512,4.4,nuits-saint-georges-clos-des-corvees,808.5,pinot-noir,44.146403,3.323841,34,34064003,729,1226.4500000000003,19.633870967741938,26.261290322580642,12.582258064516129,0.0,1.0,50.099999999999994,128.3,6.0,9.213333333333335,31.073858413002053
Château Margaux,Château Margaux (Premier Grand Cru Classé) 2016,2016.0,4.6,343,53109,4.6,margaux,809.95,cabernet-sauvignon,45.03212,-0.66832,33,33415001,42,1639.25,21.232258064516124,28.087096774193547,12.950000000000001,7.0,0.0,83.60000000000001,69.20000000000003,0.0,11.326666666666666,15.385442876263323
Philippe Pacalet,Échézeaux Grand Cru 2021,2021.0,4.4,590,590,4.4,echezeaux,813.39,pinot-noir,47.250529,4.905824,21,21231001,241,1278.05,18.916129032258066,24.745161290322574,10.987096774193551,0.0,4.0,89.9,139.00000000000003,3.0,9.419999999999998,11.581396662822998
Domaine G. Roumier,Chambolle-Musigny 1er Cru 'Les Combottes' 2018,2018.0,4.4,168,168,4.4,chambolle-musigny-aux-combottes,816.0,pinot-noir,44.136348,0.087201,32,32107006,173,1907.6,22.743548387096773,28.82903225806452,11.700000000000001,2.0,5.0,108.19999999999999,75.7,0.0,14.81578947368421,26.82993898490061
Maison Leroy,Côte de Beaune Villages 2010,2010.0,4.1,49,245,4.0,cte-de-beaune-villages,827.5,pinot-noir,46.97,4.78,21,21590001,246,1379.65,20.53064516129032,25.89838709677419,10.429032258064517,0.0,5.0,100.20000000000002,141.10000000000002,0.0,12.293333333333333,10.517314805227098
Domaine Perrot-Minot,Vignes Centenaires Nuits-Saint-Georges 1er Cru 'La Richemone' 2015,2015.0,4.4,261,261,4.4,nuits-saint-georges-la-richemone,827.5,pinot-noir,46.525702,2.282407,18,18187004,462,1286.35,20.683870967741935,26.545161290322582,11.314516129032258,4.0,4.0,67.9,113.7,2.0,11.313333333333334,11.701073819623247
Dugat-Py,Très Vieilles Vignes Gevrey-Chambertin 1er Cru 'Champeaux' 2020,2020.0,4.1,129,129,4.1,gevrey-chambertin-champeaux,827.5,pinot-noir,47.2372,4.9654,21,21473001,219,1623.5500000000002,22.554838709677423,29.01290322580645,13.156451612903227,9.0,2.0,54.9,200.1,3.0,13.55,9.883922200981013
Henri Bonneau,Chateauneuf-du-Pape Réserve des Célestins 2011,2011.0,4.6,147,2104,4.6,chateauneuf-du-pape,828.0,shiraz-syrah,44.0619,4.82833,84,84037002,106,2139.3,22.235483870967744,28.819354838709675,12.509677419354839,0.0,4.0,65.0,72.0,0.0,15.926666666666668,2.567829796646262
Joseph Drouhin,Chambolle-Musigny 1er Cru 'Les Amoureuses' 2021,2021.0,4.3,427,427,4.3,chambolle-musigny-les-amoureuses,841.0,pinot-noir,43.482675,1.220464,32,32182001,251,1642.15,20.55806451612903,25.796774193548384,9.983870967741934,0.0,2.0,62.5,174.39999999999998,0.0,11.223333333333334,27.774277819220316
Domaine Ponsot,Clos de la Roche Grand Cru Cuvée Vieilles Vignes 2017,2017.0,4.5,99,3226,4.4,clos-de-la-roche,845.0,pinot-noir,47.1808,4.934481,21,21473001,219,1455.8999999999999,21.069354838709682,27.416129032258063,12.080645161290324,0.0,4.0,68.9,67.6,3.0,10.136666666666665,15.120852918471774
Domaine Jacques Prieur,Montrachet Grand Cru 2018,2018.0,4.5,144,144,4.5,montrachet-grand-cru,852.0,pinot-noir,46.676639,4.081605,71,71230002,305,1787.6,21.540000000000003,30.327419354838707,15.549999999999999,9.0,2.0,72.60000000000001,82.3,0.0,12.589655172413796,9.882585331486014
Domaine Gros Frère et Soeur,Richebourg Grand Cru 2010,2010.0,4.5,28,1545,4.5,richebourg,854.45,pinot-noir,46.577721,1.77166,18,18135001,219,1229.6,19.804838709677412,26.554838709677416,12.870967741935482,1.0,2.0,68.80000000000001,103.40000000000002,0.0,11.106666666666667,36.08377370494028
Domaine G. Roumier,Chambolle-Musigny 1er Cru 'Les Cras' 2019,2019.0,4.4,51,2140,4.4,chambolle-musigny-les-cras,867.0,pinot-noir,47.1728,4.9694,21,21473001,219,1543.6,22.24516129032258,28.9741935483871,13.490322580645165,4.0,3.0,35.3,130.0,2.0,10.386666666666667,13.868728548029027
Emmanuel Rouget,Domaine Georges Jayer Échezeaux Grand Cru 2021,2021.0,4.3,157,157,4.3,echezeaux,868.58,pinot-noir,47.250529,4.905824,21,21231001,241,1278.05,18.916129032258066,24.745161290322574,10.987096774193551,0.0,4.0,89.9,139.00000000000003,3.0,9.419999999999998,11.581396662822998
Philippe Pacalet,Clos de Vougeot Grand Cru 2015,2015.0,4.5,70,70,4.5,clos-de-vougeot,875.0,pinot-noir,47.1639,4.9509,21,21590001,246,1549.5,22.28870967741935,28.975806451612904,12.887096774193548,10.0,3.0,57.2,175.10000000000002,0.0,12.199999999999998,14.757997703159328
Thibault Liger-Belair,Richebourg 2020,2020.0,4.5,438,438,4.5,richebourg,875.0,pinot-noir,46.577721,1.77166,18,18187004,462,1385.6,20.174193548387095,25.914516129032254,11.02903225806452,4.0,2.0,115.6,175.1,1.0,13.223333333333334,39.407524313981135
Domaine des Lambrays,Clos des Lambrays Grand Cru 2015,2015.0,4.5,256,7617,4.4,clos-de-lambrays,875.0,pinot-noir,45.605031,3.692539,42,42039003,990,774.1999999999999,18.033870967741933,24.575806451612905,13.309677419354841,0.0,5.0,71.8,175.4,8.0,7.750000000000002,15.740796023294875
Domaine Prieuré Roch,Clos de Vougeot 2012,2012.0,4.4,714,714,4.4,clos-de-vougeot,877.25,pinot-noir,47.1639,4.9509,21,21590001,246,1401.15,19.81166666666667,25.567741935483873,10.983870967741936,1.0,3.0,106.29999999999998,152.49999999999994,0.0,9.69,14.757997703159328
Domaine du Clos de Tart,Clos de Tart Grand Cru Monopole 2020,2020.0,4.5,6159,6159,4.5,clos-de-tart,880.0,pinot-noir,47.886801,3.092411,89,89133001,170,1513.2499999999998,20.85645161290323,28.103225806451615,13.858064516129035,7.0,2.0,45.8,160.39999999999998,2.0,13.54,12.513754512325088
Château Haut-Brion,Pessac-Léognan (Premier Grand Cru Classé) 2022,2022.0,4.6,46592,46592,4.6,pessac-leognan,880.0,cabernet-sauvignon,44.80321,-0.59432,33,33550001,25,2311.3499999999995,24.756451612903227,31.690322580645162,13.393548387096773,16.0,1.0,95.0,114.0,2.0,12.833333333333332,2.0243113367736165
Domaine G. Roumier,Chambolle-Musigny 1er Cru 'Les Cras' 2010,2010.0,4.5,136,2140,4.4,chambolle-musigny-les-cras,888.0,pinot-noir,47.1728,4.9694,21,21473001,219,1237.2,19.925806451612896,25.569354838709675,11.11774193548387,0.0,6.0,122.19999999999999,122.69999999999999,2.0,11.186666666666664,13.868728548029027
Château La Mission Haut-Brion,Pessac-Léognan (Grand Cru Classé de Graves) 2010,2010.0,4.6,317,18993,4.5,pessac-leognan,888.1,cabernet-sauvignon,44.80321,-0.59432,33,33550001,25,1704.25,21.46935483870968,27.893548387096775,12.008064516129034,3.0,0.0,65.0,118.0,0.0,13.863333333333333,2.0243113367736165
Château Latour,Grand Vin Pauillac (Premier Grand Cru Classé) 2015,2015.0,4.6,206,45405,4.6,pauillac,890.0,cabernet-sauvignon,45.1912,-0.7518,33,33314005,26,1651.75,21.053225806451614,26.90806451612903,10.653225806451614,1.0,4.0,35.5,163.2,0.0,13.836666666666668,3.539512955264097
Domaine G. Roumier,Chambolle-Musigny 1er Cru 'Les Cras' 2020,2020.0,4.5,30,2140,4.4,chambolle-musigny-les-cras,891.0,pinot-noir,47.1728,4.9694,21,21473001,219,1623.5500000000002,22.554838709677423,29.01290322580645,13.156451612903227,9.0,2.0,54.9,200.1,3.0,13.55,13.868728548029027
Robert Groffier,Les Amoureuses Chambolle-Musigny 1er Cru 2015,2015.0,4.5,82,1898,4.5,chambolle-musigny-les-amoureuses,895.0,pinot-noir,43.482675,1.220464,32,32182001,251,1803.2,22.00163934426229,27.993548387096773,11.05967741935484,1.0,3.0,90.6,46.6,0.0,13.706666666666667,27.774277819220316
Domaine Comte Georges de Vogüé,Bonnes-Mares Grand Cru 2021,2021.0,4.5,3172,3172,4.5,bonnes-mares,897.7,pinot-noir,46.93819,5.030046,21,21131001,182,1316.7,18.88387096774193,24.406451612903226,10.154838709677417,0.0,7.0,73.2,168.09999999999997,7.0,9.419999999999998,16.872365100887876
Domaine Sylvain Cathiard,Nuits-Saint-Georges 1er Cru 'Aux Thorey' 2016,2016.0,4.4,629,629,4.4,nuits-saint-georges-aux-thorey,898.75,pinot-noir,47.1384,4.9489,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,12.467933837744864
