Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude,dist_km,dept,station,altitude,GDD,TM_summer,TX_summer,temp_amp_summer,hot_days,rainy_days_summer,rain_June,rain_SepOct,frost_days_Apr,avg_TM_Apr,year_median,W_price_year,WR,WR01,WQI,threshold,is_good_wine,label
Domaine Cauvard,Beaune 1er Cru 'Les Teurons' 2022,2022,3.8,200,200,3.8,beaune-les-teurons,36.8,pinot-noir,47.0247,4.8435,3.55533538556609,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,31.79,0.46347864120134125,3.9009544723224767,0.7801908944644953,0.3616018156440633,0.32167841166108985,1,1
Domaine Cauvard,Beaune 1er Cru 'Les Cent Vignes' 2022,2022,3.9,104,104,3.9,beaune-les-cent-vignes,36.8,pinot-noir,47.0216,4.842300000000001,3.885651614506762,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,31.79,0.46347864120134125,3.9724549326177003,0.7944909865235401,0.3682296028806435,0.32167841166108985,1,1
Domaine de la Cadette,L'Ermitage Bourgogne 2022,2022,3.9,262,262,3.9,bourgogne,36.9,pinot-noir,47.05070075730127,4.393923434528505,9.748585314758285,71,71190001,325,1459.6000000000004,20.43225806451613,30.53548387096774,20.130645161290325,5.0,1.0,131.89999999999998,111.5,9.0,9.306666666666667,31.79,0.46280390158683943,3.9463777586915114,0.7892755517383023,0.36527980477159167,0.3979019757568508,0,0
Prosper Maufoux,Bourgogne Hautes Côtes de Beaune Rouge 2022,2022,3.8,282,282,3.8,hautes-cotes-de-beaune,36.95,pinot-noir,47.04444659499168,4.812631757103056,2.2500901715381834,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,31.79,0.46246726796624954,3.882919032822601,0.7765838065645202,0.35914459136872406,0.32167841166108985,1,1
Domaine Desvignes,Givry 1er Cru 'Clos du Vernoy' Monopole 2022,2022,4.1,200,200,4.1,givry-clos-du-vernoy,37.0,pinot-noir,46.7933,4.7441,7.25091759210146,71,71081001,187,1718.8500000000004,22.51290322580645,30.095161290322583,15.64193548387097,4.0,0.0,148.20000000000002,133.39999999999998,4.0,10.72,31.79,0.4621311237098416,4.060105665956429,0.8120211331912858,0.3752602387578279,0.3774155599578251,0,0
Domaine Pfister,Pinot Noir Rahn 2022,2022,4.0,264,264,4.0,alsace,37.0,pinot-noir,48.232880000000016,7.249900000000013,7.340981824375279,68,68028001,309,1835.1999999999998,22.891935483870967,28.545161290322582,11.170967741935485,2.0,1.0,100.5,149.5,3.0,10.583333333333334,31.79,0.4621311237098416,4.006031374298353,0.8012062748596707,0.3702623561242758,0.4214258056896563,0,0
Domaine Gauby,Vieilles Vignes Côtes du Roussillon Villages 2022,2022,3.9,2215,2215,3.9,cotes-du-roussillon-villages,37.0,shiraz-syrah,42.68672903204232,2.684292528036307,6.466221160804322,66,66088003,158,2460.95,26.251612903225805,32.717741935483865,13.138709677419357,13.0,1.0,14.5,31.199999999999996,1.0,13.600000000000001,31.79,0.4621311237098416,3.9085116371511597,0.7817023274302319,0.36124897498193165,0.5494542704442879,0,0
Domaine Courbis,Champelrose Cornas 2022,2022,4.0,40,2611,4.0,cornas,37.0,shiraz-syrah,44.94340000000008,4.846699999999999,7.8137375103179885,26,26313001,190,2228.1,25.02542372881356,31.75,13.772580645161291,14.0,2.0,90.5,161.0,1.0,12.26666666666667,31.79,0.4621311237098416,4.012257309057944,0.8024514618115888,0.3708377957695946,0.35964063597322293,1,1
Domaine Chanson,Côte De Beaune-Villages 2022,2022,3.8,190,190,3.8,cte-de-beaune-villages,37.0,pinot-noir,46.975241202156,4.754082138478909,6.582224305570768,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.4621311237098416,3.9037052753830346,0.780741055076607,0.3608047411089597,0.31012752912956604,1,1
Domaine Fabien Coche (Domaine Coche-Bizouard),Auxey-Duresses Rouge 2022,2022,4.0,25,465,4.0,auxey-duresses,37.0,pinot-noir,46.96904584281696,4.759924004832329,6.7753858355979695,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.4621311237098416,4.013167505275117,0.8026335010550234,0.37092192176972233,0.31012752912956604,1,1
Jean-Pierre Charton,Mercurey 1er Cru 'Clos du Roy' 2022,2022,4.1,522,522,4.1,mercurey-le-clos-du-roy,37.0,pinot-noir,46.8334,4.7446,6.208130109084241,71,71081001,187,1718.8500000000004,22.51290322580645,30.095161290322583,15.64193548387097,4.0,0.0,148.20000000000002,133.39999999999998,4.0,10.72,31.79,0.4621311237098416,4.078483313398531,0.8156966626797063,0.3769588153305403,0.3774155599578251,0,0
Mas del Périé - Fabien Jouves,Les Acacias 2022,2022,3.9,831,831,3.9,cahors,37.15,malbec,44.44889000000001,1.4399999999999986,8.373839273354882,46,46197002,260,2257.2,25.017741935483873,33.9741935483871,17.188709677419357,28.0,0.0,59.20000000000001,97.2,4.0,11.846666666666666,31.79,0.4611256164780969,3.9201982500650527,0.7840396500130106,0.36154076695552084,0.5510682526514893,0,0
Huguenot,Marsannay Héritage 2022,2022,4.2,328,328,4.2,marsannay,37.2,pinot-noir,47.28557554078491,4.986347027985513,4.6273088723562905,21,21231001,241,1767.6000000000001,22.943548387096776,30.26935483870968,14.780645161290321,5.0,1.0,141.6,154.69999999999993,3.0,10.806666666666667,31.79,0.4607914190462385,4.135167992209057,0.8270335984418115,0.3810899854249193,0.2772557176943636,1,1
Sextant - Julien Altaber,Côteaux Bourguignons 2022,2022,4.0,47,634,3.9,coteaux-bourguignons,37.36,pinot-noir,47.0,4.75,7.819447420978977,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.4597252349963846,4.0118742681498825,0.8023748536299765,0.36887196814023065,0.31012752912956604,1,1
Domaine Durand (Eric & Joël),Empreintes Cornas 2022,2022,4.1,1570,1570,4.1,cornas,37.5,shiraz-syrah,44.94340000000008,4.846699999999999,7.8137375103179885,26,26313001,190,2228.1,25.02542372881356,31.75,13.772580645161291,14.0,2.0,90.5,161.0,1.0,12.26666666666667,31.79,0.45879636311156013,4.0913908620867625,0.8182781724173525,0.37542304951865546,0.35964063597322293,1,1
Mas Cal Demoura,Les Combariolles Terrasses du Larzac 2022,2022,4.0,890,890,4.0,languedoc-roussillon,37.5,shiraz-syrah,43.599999999999945,3.3833300000000004,8.98553798947425,34,34319001,122,2560.9000000000005,26.817741935483873,34.28709677419355,14.403225806451614,23.0,3.0,29.500000000000004,74.70000000000002,0.0,13.973333333333333,31.79,0.45879636311156013,4.002492817306067,0.8004985634612135,0.3672658295920332,0.5343898319676234,0,0
Domaine  Prunier Damy,Auxey Duresses 'Largillas' 2022,2022,4.0,60,60,4.0,auxey-duresses,37.54,pinot-noir,46.96904584281696,4.759924004832329,6.7753858355979695,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.45853166017597,4.011222936985543,0.8022445873971087,0.36785454252638233,0.31012752912956604,1,1
Domaine Jaeger-Defaix,Rully 2022,2022,4.0,85,1004,4.0,rully,37.61,pinot-noir,46.842,4.743399999999998,6.476456442638983,71,71081001,187,1718.8500000000004,22.51290322580645,30.095161290322583,15.64193548387097,4.0,0.0,148.20000000000002,133.39999999999998,4.0,10.72,31.79,0.4580691642651296,4.010152046051808,0.8020304092103616,0.36738539926221025,0.3774155599578251,0,0
Domaine des Roches Neuves,Franc de Pied Saumur-Champigny 2022,2022,4.0,1070,1070,4.0,saumur-champigny,37.9,cabernet-franc,47.24640293718296,-0.0762064647198947,0.6563487953424308,49,49328001,69,2038.4499999999996,23.58064516129032,30.887096774193548,14.11774193548387,11.0,2.0,68.3,112.2,2.0,12.583333333333332,31.79,0.45616300760510836,4.002132988023716,0.8004265976047431,0.3651250041305034,0.46509172914199925,0,0
Domaine Faiveley,Marsannay 2022,2022,3.9,708,708,3.9,marsannay,37.9,pinot-noir,47.28557554078491,4.986347027985513,4.6273088723562905,21,21231001,241,1767.6000000000001,22.943548387096776,30.26935483870968,14.780645161290321,5.0,1.0,141.6,154.69999999999993,3.0,10.806666666666667,31.79,0.45616300760510836,3.9230054644808745,0.7846010928961749,0.35790599430577413,0.2772557176943636,1,1
Château de Saint Cosme,Saint Cosme Saint Joseph 2022,2022,3.9,36,1626,4.0,saint-joseph,37.95,shiraz-syrah,45.09011999999991,4.8076500000000015,6.916443756279628,26,26179001,153,2298.6499999999996,25.374193548387094,32.764516129032266,14.82258064516129,17.0,3.0,88.10000000000001,249.39999999999998,1.0,12.833333333333334,31.79,0.45583596214511035,3.9955860848149003,0.7991172169629801,0.3642663654610429,0.3975745316633739,0,0
Yves Cuilleron,Cornas Le Village 2022,2022,4.1,832,832,4.1,cornas,38.0,shiraz-syrah,44.94340000000008,4.846699999999999,7.8137375103179885,26,26313001,190,2228.1,25.02542372881356,31.75,13.772580645161291,14.0,2.0,90.5,161.0,1.0,12.26666666666667,31.79,0.45550938529875346,4.085093990154186,0.8170187980308372,0.37215973046855305,0.35964063597322293,1,1
Gramenon,La Papesse 2022,2022,3.9,38,822,3.9,vinsobres,38.0,shiraz-syrah,44.3163,5.0984,1.388701433684655,26,26182001,238,2166.6000000000004,25.208064516129035,33.36451612903225,17.098387096774196,23.0,1.0,27.599999999999998,330.5,3.0,12.310000000000002,31.79,0.45550938529875346,3.994696911932901,0.7989393823865802,0.3639243869618769,0.42471173454784705,0,0
Domaine Courbis,Saint-Joseph Les Royes Rouge 2022,2022,4.0,37,1317,4.1,saint-joseph,38.0,shiraz-syrah,45.09011999999991,4.8076500000000015,6.916443756279628,26,26179001,153,2298.6499999999996,25.374193548387094,32.764516129032266,14.82258064516129,17.0,3.0,88.10000000000001,249.39999999999998,1.0,12.833333333333334,31.79,0.45550938529875346,4.012429140493335,0.8024858280986671,0.365539826268185,0.3975745316633739,0,0
Domaine du Vieux Télégraphe,Télégramme Châteauneuf-du-Pape 2022,2022,4.1,238,18130,4.2,chateauneuf-du-pape,38.4,shiraz-syrah,44.06311935537927,4.831217811470261,9.356357529736432,84,84087001,57,2525.2000000000007,26.982258064516127,34.366129032258065,14.482258064516131,31.0,2.0,29.5,228.6,0.0,13.613333333333337,31.79,0.4529135204445078,4.063758641121865,0.812751728224373,0.3681062464774586,0.4329110386434327,0,0
Prieur-Brunet,Meursault Rouge 2022,2022,4.1,32,32,4.1,meursault,38.5,pinot-noir,46.974,4.7839,8.675857228194696,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.45226917057902977,4.028037493136717,0.8056074986273434,0.3643514352164354,0.31012752912956604,1,1
Château de Santenay,Les Puillets Mercurey Premier Cru 2022,2022,4.0,3059,3060,4.0,mercurey-premier-cru,38.65,pinot-noir,46.8308,4.7417,6.401939310332481,71,71081001,187,1718.8500000000004,22.51290322580645,30.095161290322583,15.64193548387097,4.0,0.0,148.20000000000002,133.39999999999998,4.0,10.72,31.79,0.4513060760931289,4.0008219518126005,0.8001643903625201,0.3611190512439596,0.3774155599578251,0,0
Domaine de la Renardière,Arbois Pupillin Trousseau 2022,2022,4.0,337,337,4.0,arbois-pupillin,38.8,pinot-noir,46.883199999999995,5.755399999999999,1.8345981138105005,39,39013004,313,1842.8000000000002,22.89032258064516,29.529032258064518,13.81774193548387,3.0,2.0,116.6,239.0,4.0,10.863333333333335,31.79,0.4503470746564669,4.005174778337692,0.8010349556675385,0.3607437489824486,0.3847866383783863,0,0
Domaine Belleville,Rully 'Chaponnière' 2022,2022,4.0,167,167,4.0,rully,38.9,pinot-noir,46.842,4.743399999999998,6.476456442638983,71,71081001,187,1718.8500000000004,22.51290322580645,30.095161290322583,15.64193548387097,4.0,0.0,148.20000000000002,133.39999999999998,4.0,10.72,31.79,0.44971000141462725,4.007732081585971,0.8015464163171941,0.36046344001589475,0.3774155599578251,0,0
Pierre Usseglio,Première Pierre Châteauneuf-du-Pape Rouge 2022,2022,4.3,25,25,4.3,chateauneuf-du-pape,38.9,shiraz-syrah,44.06311935537927,4.831217811470261,9.356357529736432,84,84087001,57,2525.2000000000007,26.982258064516127,34.366129032258065,14.482258064516131,31.0,2.0,29.5,228.6,0.0,13.613333333333337,31.79,0.44971000141462725,4.050296218146404,0.8100592436292808,0.3642917435984558,0.4329110386434327,0,0
Jean Fournier,Marsannay 'Le Chapitre' 2022,2022,4.1,84,84,4.1,marsannay,38.9,pinot-noir,47.28557554078491,4.986347027985513,4.6273088723562905,21,21231001,241,1767.6000000000001,22.943548387096776,30.26935483870968,14.780645161290321,5.0,1.0,141.6,154.69999999999993,3.0,10.806666666666667,31.79,0.44971000141462725,4.0423748508259525,0.8084749701651905,0.36357927997667855,0.2772557176943636,1,1
Château Guillot Clauzel,Guillotière de Guillot Clauzel Pomerol 2022,2022,3.9,184,184,3.9,pomerol,38.9,cabernet-sauvignon,44.9333645153018,-0.2052116998028527,2.209727180125513,33,33394002,38,2163.7,24.06612903225807,32.06935483870968,16.056451612903224,19.0,1.0,80.30000000000001,60.4,2.0,12.49,31.79,0.44971000141462725,3.9563984378547747,0.7912796875709549,0.35584638941689994,0.5040143909780761,0,0
Pierre Jean Villa,Préface Saint-Joseph 2022,2022,4.0,40,1245,4.0,saint-joseph,38.9,shiraz-syrah,45.09011999999991,4.8076500000000015,6.916443756279628,26,26179001,153,2298.6499999999996,25.374193548387094,32.764516129032266,14.82258064516129,17.0,3.0,88.10000000000001,249.39999999999998,1.0,12.833333333333334,31.79,0.44971000141462725,4.012257309057944,0.8024514618115888,0.3608704480264593,0.3975745316633739,0,0
R. Dubois & Fils,Savigny-lès-Beaune 'Les Golardes' 2022,2022,4.0,36,36,4.0,savigny-les-beaune,38.94,pinot-noir,47.05789999999997,4.815400000000005,1.6204480517244322,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,31.79,0.4494556765163298,4.0124874932656045,0.8024974986531209,0.3606870561598009,0.32167841166108985,1,1
Consolation,Dog Strangler Mourvèdre 2022,2022,4.3,176,176,4.3,collioure,39.0,shiraz-syrah,42.53197068802954,3.084026391356177,4.431371599850969,66,66148001,72,2623.5000000000005,26.379032258064516,30.424193548387098,7.2370967741935495,2.0,0.0,6.0,60.800000000000004,0.0,14.080000000000002,31.79,0.44907472806893634,4.157110017182928,0.8314220034365857,0.37337061010381495,0.5034741590798646,0,0
Pascal,Cuvée Clément V Châteauneuf-du-Pape 2022,2022,3.7,281,281,3.7,chateauneuf-du-pape,39.0,shiraz-syrah,44.06311935537927,4.831217811470261,9.356357529736432,84,84087001,57,2525.2000000000007,26.982258064516127,34.366129032258065,14.482258064516131,31.0,2.0,29.5,228.6,0.0,13.613333333333337,31.79,0.44907472806893634,3.8217463669554013,0.7643492733910803,0.3432499420977885,0.4329110386434327,0,0
Domaine Tempier,Bandol Rouge 2022,2022,4.2,77,10332,4.2,bandol,39.0,shiraz-syrah,43.1349,5.738,6.0510720164846665,83,83035002,66,2272.7,25.59193548387097,32.86129032258064,15.874193548387098,11.0,2.0,7.6,100.80000000000001,2.0,12.866666666666665,31.79,0.44907472806893634,4.0711017167935974,0.8142203433587195,0.3656457792820129,0.370633631273385,0,0
Louis Jadot,Monthélie Champs Fulliot 2022,2022,4.1,317,317,4.1,monthelie-premier-cru,39.0,pinot-noir,46.96591121910755,4.7692227705145696,7.378966586285751,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.44907472806893634,4.069554324019379,0.8139108648038759,0.36550680028415333,0.31012752912956604,1,1
Domaine Vaïsse,L'Aphyllante 2022,2022,4.1,1253,1253,4.1,pays-dherault,39.0,shiraz-syrah,43.56667000000002,3.416670000000003,9.709139396092983,34,34319001,122,2560.9000000000005,26.817741935483873,34.28709677419355,14.403225806451614,23.0,3.0,29.500000000000004,74.70000000000002,0.0,13.973333333333333,31.79,0.44907472806893634,4.089482402843059,0.8178964805686118,0.3672966395998894,0.5343898319676234,0,0
Domaine Paul Janin,Les Greneriers Moulin-à-Vent 2022,2022,3.9,51,51,3.9,moulin-a-vent,39.0,gamay,46.1998,4.7223,7.467093584639312,69,69258001,740,1452.45,20.625806451612906,25.69516129032258,9.71774193548387,0.0,1.0,175.8,164.0,7.0,8.123076923076923,31.79,0.44907472806893634,3.989297526603394,0.7978595053206787,0.35829854038909986,0.4491386215445684,0,0
Domaine des Roches Neuves,Clos de l'Échelier Saumur-Champigny Rouge 2022,2022,3.9,932,932,3.9,saumur-champigny,39.0,cabernet-franc,47.24640293718296,-0.0762064647198947,0.6563487953424308,49,49328001,69,2038.4499999999996,23.58064516129032,30.887096774193548,14.11774193548387,11.0,2.0,68.3,112.2,2.0,12.583333333333332,31.79,0.44907472806893634,3.9183587340537183,0.7836717468107437,0.351927176594343,0.46509172914199925,0,0
Antoine Sanzay,Saumur-Champigny 'Les Salles Martin' 2022,2022,4.0,88,88,4.0,saumur-champigny,39.0,cabernet-franc,47.24640293718296,-0.0762064647198947,0.6563487953424308,49,49328001,69,2038.4499999999996,23.58064516129032,30.887096774193548,14.11774193548387,11.0,2.0,68.3,112.2,2.0,12.583333333333332,31.79,0.44907472806893634,4.01003711722858,0.8020074234457161,0.3601612655931532,0.46509172914199925,0,0
Moillard-Grivot,Mercurey Rouge 2022,2022,3.8,61,61,3.8,mercurey,39.01,pinot-noir,46.83006118750019,4.738212775152298,6.6620256238651265,71,71081001,187,1718.8500000000004,22.51290322580645,30.095161290322583,15.64193548387097,4.0,0.0,148.20000000000002,133.39999999999998,4.0,10.72,31.79,0.44901129943502827,3.959915277586444,0.7919830555172889,0.355609340888342,0.3774155599578251,0,0
Domaine de la Pinte,Poulsard Pinte Bien Arbois 2022,2022,3.9,65,1526,3.8,arbois,39.13,pinot-noir,46.901699999999956,5.777199999999996,2.8842033965218485,39,39013004,313,1842.8000000000002,22.89032258064516,29.529032258064518,13.81774193548387,3.0,2.0,116.6,239.0,4.0,10.863333333333335,31.79,0.4482515510434292,3.984131553989974,0.7968263107979948,0.3571786297274147,0.3847866383783863,0,0
Maison En Belles Lies,Maranges 2022,2022,4.0,535,535,4.0,maranges,39.14,pinot-noir,46.88942387048158,4.661764062879198,5.156112650952014,71,71464001,300,1764.5500000000002,22.417741935483868,30.174193548387095,15.240322580645163,5.0,1.0,130.9,140.79999999999998,3.0,10.616666666666667,31.79,0.44818835471591706,4.003735724811199,0.8007471449622399,0.35888554544409423,0.4048460143124267,0,0
Domaine Chapuis,Savigny-les-Beaune 2022,2022,4.0,224,224,4.0,savigny-les-beaune,39.17,pinot-noir,47.05789999999997,4.815400000000005,1.6204480517244322,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,31.79,0.44799887260428406,4.006633007644822,0.8013266015289645,0.35899341407279844,0.32167841166108985,1,1
Domaine Philippe Charlopin-Parizot,Bourgogne Côte d'Or 2022,2022,4.2,33,1072,4.0,bourgogne,39.3,pinot-noir,47.05070075730127,4.393923434528505,9.748585314758285,71,71190001,325,1459.6000000000004,20.43225806451613,30.53548387096774,20.130645161290325,5.0,1.0,131.89999999999998,111.5,9.0,9.306666666666667,31.79,0.4471796314530876,4.044094457455113,0.8088188914910226,0.36168733380925033,0.3979019757568508,0,0
Joseph Drouhin,Pommard 2022,2022,4.1,1767,1767,4.1,pommard,39.4,pinot-noir,46.96660348942171,4.793099273975613,9.173736587258176,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.44655148194971206,4.092263290157188,0.8184526580314376,0.3654812473496194,0.31012752912956604,1,1
Louis Jadot,Pernand-Vergelesses Premier Cru Clos De La Croix De Pierre 2022,2022,4.2,39,2192,4.0,pernand-vergelesses-premier-cru,39.48,pinot-noir,47.06193958871009,4.847139445349094,1.0089480565310252,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,31.79,0.446050231513961,4.048425166970249,0.8096850333940498,0.36116019659880516,0.32167841166108985,1,1
Domaine Belleville,Mercurey 'Les Perrières' 2022,2022,4.0,355,355,4.0,mercurey,39.5,pinot-noir,46.83006118750019,4.738212775152298,6.6620256238651265,71,71081001,187,1718.8500000000004,22.51290322580645,30.095161290322583,15.64193548387097,4.0,0.0,148.20000000000002,133.39999999999998,4.0,10.72,31.79,0.4459250946836864,4.004999691852582,0.8009999383705164,0.35718597335949953,0.3774155599578251,0,0
Bénédicte et Stéphane Tissot,Poulsard Sur Lias 2022,2022,4.1,45,59,4.2,jura,39.5,pinot-noir,46.73510000000001,5.6703,5.070055750234562,39,39177001,509,1480.25,20.740322580645167,29.088709677419352,17.004838709677422,3.0,2.0,145.1,312.2,9.0,8.663333333333334,31.79,0.4459250946836864,4.03225151380889,0.806450302761778,0.3596164276167334,0.3600314884922092,0,0
Chapuis & Chapuis,Chorey-lès-Beaune 2022,2022,3.9,35,202,3.9,chorey-les-beaune,39.55,pinot-noir,47.0471,4.8613,2.129987274740129,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,31.79,0.4456125595738716,3.996036962573461,0.7992073925146922,0.35613685180883187,0.32167841166108985,1,1
Château Ducru-Beaucaillou,Le Petit Ducru de Ducru Beaucaillou Saint-Julien 2022,2022,4.2,2140,2140,4.2,saint-julien,39.56,cabernet-sauvignon,45.15179999999986,-0.747,7.499086146557053,33,33314005,26,2133.85,23.683870967741942,30.53870967741935,13.180645161290322,13.0,0.0,118.50000000000001,72.6,2.0,12.483333333333333,31.79,0.4455501051156272,4.185869588288983,0.8371739176577966,0.3730029270124927,0.5130695611049225,0,0
Château Olivier,Pessac-Léognan (Grand Cru Classé) 2022,2022,3.8,45,12556,4.1,pessac-leognan,39.56,cabernet-sauvignon,44.80321000000003,-0.5943200000000016,2.0243113367757557,33,33550001,25,2311.3499999999995,24.756451612903227,31.690322580645162,13.393548387096773,16.0,1.0,95.0,114.0,2.0,12.833333333333332,31.79,0.4455501051156272,3.9714407029980796,0.7942881405996159,0.35389516453625497,0.5099874062209927,0,0
Marc Colin,Santenay Vieilles Vignes 2022,2022,4.0,225,225,4.0,santenay,39.59,pinot-noir,46.91470624472586,4.696211376851372,4.528247179778769,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.44536284673578036,4.006616507625806,0.8013233015251611,0.3568796267229598,0.31012752912956604,1,1
Domaine Roger Belland,Santenay-Beauregard Premier Cru Rouge 2022,2022,4.0,2189,2189,4.0,santenay-beauregard,39.61,pinot-noir,46.91588000000001,4.69892,4.490099538572889,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.4452380952380952,4.001124191067444,0.8002248382134889,0.3562905827283867,0.31012752912956604,1,1
Thomas-Collardot,Le Pierrot 2022,2022,3.8,79,79,3.8,coteaux-bourguignons,39.7,pinot-noir,47.0,4.75,7.819447420978977,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.4446775772835361,3.9486712346311474,0.7897342469262295,0.3511771116209936,0.31012752912956604,1,1
Yves Cuilleron,Saint-Joseph Les Serines 2022,2022,4.1,31,2004,4.1,saint-joseph,39.8,shiraz-syrah,45.09011999999991,4.8076500000000015,6.916443756279628,26,26179001,153,2298.6499999999996,25.374193548387094,32.764516129032266,14.82258064516129,17.0,3.0,88.10000000000001,249.39999999999998,1.0,12.833333333333334,31.79,0.44405643246263443,4.027691519546027,0.8055383039092054,0.35770446544592316,0.3975745316633739,0,0
Domaine Anita,Les Moriers Fleurie 2022,2022,3.9,164,164,3.9,fleurie,39.81,gamay,46.255228315979835,4.700469249570069,6.979179693321899,69,69258001,740,1452.45,20.625806451612906,25.69516129032258,9.71774193548387,0.0,1.0,175.8,164.0,7.0,8.123076923076923,31.79,0.44399441340782125,3.959706264121917,0.7919412528243834,0.35161749200121717,0.4491386215445684,0,0
Domaine Anita,Chénas Les Brureaux 2022,2022,3.9,153,153,3.9,chenas,39.81,gamay,46.25545999999998,4.700249999999998,6.981554533723201,69,69258001,740,1452.45,20.625806451612906,25.69516129032258,9.71774193548387,0.0,1.0,175.8,164.0,7.0,8.123076923076923,31.79,0.44399441340782125,3.961696472925981,0.7923392945851961,0.35179422031932106,0.4491386215445684,0,0
Domaine Breton - Catherine & Pierre Breton,Beaumont 2022,2022,3.7,1122,1122,3.7,chinon,39.87,cabernet-franc,47.16667,0.2333299999999997,9.234668991446263,37,37242002,33,1845.8000000000002,22.8758064516129,30.2,15.130645161290321,7.0,0.0,91.7,134.3,3.0,12.01,31.79,0.44362266257326266,3.742925200974268,0.7485850401948536,0.3320892886937538,0.49174920075678635,0,0
Bertrand Bachelet,Chassagne-Montrachet Rouge 2022,2022,4.2,25,640,4.1,chassagne-montrachet,39.9,pinot-noir,46.933598505912904,4.746081769736439,5.861870809274439,21,21527001,417,1508.5,21.343548387096774,28.317741935483877,14.279032258064515,3.0,3.0,151.7,140.49999999999991,6.0,9.620000000000001,31.79,0.4434370205049519,4.037919980522642,0.8075839961045285,0.3581126410400748,0.31012752912956604,1,1
Domaine Christian Gros,Côte de Nuits Villages 'Les Vignottes' 2022,2022,3.9,33,33,3.9,cote-de-nuits-villages,39.9,pinot-noir,47.18110000000001,4.961700000000006,10.617075544191353,21,21564001,203,1681.6,22.162903225806453,30.66290322580645,16.946774193548386,5.0,0.0,130.2,128.5,4.0,10.320000000000002,31.79,0.4434370205049519,3.996951600312256,0.7993903200624513,0.35447926174899325,0.19951454502072322,1,1
Domaine Rapet,Savigny-les-Beaune 1er Cru 'Aux Fourneaux' 2022,2022,4.0,875,875,4.0,savigny-les-beaune-aux-fourneaux,39.9,pinot-noir,47.05395,4.82703,0.7766646344617428,21,21590001,246,1816.2999999999997,22.958064516129035,29.477419354838712,12.924193548387096,3.0,2.0,153.4,141.39999999999998,2.0,10.94,31.79,0.4434370205049519,4.0025283612790625,0.8005056722558125,0.354973850202431,0.32167841166108985,1,1
Les Creisses,Les Brunes 2022,2022,4.2,192,5411,4.4,vin-de-pays-doc,39.9,shiraz-syrah,43.61193999999985,3.8772200000000017,8.088056969388958,34,34154001,1,2494.8500000000004,26.55806451612903,32.156451612903226,11.445161290322583,10.0,2.0,8.6,211.1,1.0,13.923333333333336,31.79,0.4434370205049519,4.11127326847039,0.8222546536940779,0.36461815373043294,0.5504848490291702,0,0
Domaine Vaïsse,Galibaou du Russe 2022,2022,4.2,1138,1138,4.2,pays-dherault,39.9,shiraz-syrah,43.56667000000002,3.416670000000003,9.709139396092983,34,34319001,122,2560.9000000000005,26.817741935483873,34.28709677419355,14.403225806451614,23.0,3.0,29.500000000000004,74.70000000000002,0.0,13.973333333333333,31.79,0.4434370205049519,4.175102536931996,0.8350205073863991,0.37027900585595797,0.5343898319676234,0,0
