Winery,Wine,year,vintage_rating,vintage_rating_count,wine_rating_count,wine_rating,region,price,cepages,latitude,longitude,dist_km,dept,station,altitude,GDD,TM_summer,TX_summer,temp_amp_summer,hot_days,rainy_days_summer,rain_June,rain_SepOct,frost_days_Apr,avg_TM_Apr,year_median,W_price_year,WR,WR01,WQI,threshold,is_good_wine,label
Domaine Rostaing,Côte-Rôtie Ampodium 2016,2016,4.1,512,4707,4.1,cote-rotie,124.8,shiraz-syrah,45.48118,4.799330000000024,13.497755089402284,42,42018001,425,1469.1999999999998,21.138709677419353,27.36612903225807,11.791935483870967,0.0,4.0,63.6,103.4,0.0,10.393333333333334,46.3,0.2706019871420222,4.078171024768611,0.8156342049537223,0.22071223664148068,0.22033352189745306,1,1
Château le Puy,Emilien 2016,2016,4.1,2362,16932,4.1,cotes-de-bordeaux,125.0,cabernet-sauvignon,44.78733385733415,-0.3330046864508802,18.27392923256732,33,33080001,20,1665.3000000000002,21.538709677419348,28.679032258064517,13.846774193548388,7.0,0.0,114.5,93.5,0.0,11.649999999999999,46.3,0.2702860478692352,4.094076343468126,0.8188152686936252,0.22131434291018587,0.5486438048820205,0,0
Maison Roche de Bellene,Corton 'Le Rognet' Grand Cru 2016,2016,4.0,71,71,4.0,corton-le-rognet-et-corton,127.7,pinot-noir,47.072,4.87,3.0674593147698705,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.26609195402298846,4.010725145425701,0.8021450290851402,0.21344433819909187,0.32167841166108985,0,0
E. Guigal,Château d'Ampuis Côte-Rôtie 2016,2016,4.2,685,13816,4.3,cote-rotie,128.78,shiraz-syrah,45.48118,4.799330000000024,13.497755089402284,42,42018001,425,1469.1999999999998,21.138709677419353,27.36612903225807,11.791935483870967,0.0,4.0,63.6,103.4,0.0,10.393333333333334,46.3,0.2644505368974183,4.16201837130577,0.832403674261154,0.2201295985737459,0.22033352189745306,0,0
Château Mont-Redon,Le Plateau Châteauneuf-du-Pape 2016,2016,4.4,346,1722,4.3,chateauneuf-du-pape,130.0,shiraz-syrah,44.06311935537927,4.831217811470261,9.356357529736432,84,84087001,57,2058.15,24.140322580645165,31.14354838709677,13.464516129032257,3.0,1.0,18.0,192.2,0.0,13.066666666666666,46.3,0.26262053318207595,4.269712879666489,0.8539425759332978,0.22426285459847806,0.4329110386434327,0,0
Château Larcis Ducasse,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,2016,4.3,441,6542,4.2,st-emilion-grand-cru,131.3,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1630.9499999999998,21.412903225806453,28.961290322580645,15.029032258064516,9.0,0.0,112.60000000000001,86.90000000000002,0.0,11.629999999999997,46.3,0.26069819819819817,4.218381611756591,0.8436763223513182,0.21994489709947088,0.5040143909780761,0,0
Domaine Armand Heitz,Volnay 1er Cru 'Taille Pieds' 2016,2016,4.2,25,154,4.2,volnay-taille-pieds,132.8,pinot-noir,46.94623000000001,4.76551,13.379302361555116,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.25851479620323836,4.037919980522642,0.8075839961045285,0.208772412169959,0.32167841166108985,0,0
Jules Desjourneys,Moulin à Vent 2016,2016,4.1,813,813,4.1,moulin-a-vent,137.5,gamay,46.1998,4.7223,4.651862695252625,69,69058002,415,1518.6999999999998,21.38225806451613,26.488709677419354,9.646774193548385,0.0,4.0,94.0,126.0,0.0,10.13,46.3,0.2519042437431991,4.084807915217751,0.8169615830435502,0.20579608974383223,0.5719501253317321,0,0
Comte Senard,Corton Grand Cru 'Les Perrières' 2016,2016,4.3,97,97,4.3,corton-les-perrieres,140.0,pinot-noir,47.0744,4.8701,3.2323917853274398,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.2485238862050456,4.115911810458298,0.8231823620916596,0.20458047968246826,0.32167841166108985,0,0
Château Haut-Bailly,Château Haut-Bailly (Cru Classé de Graves) 2016,2016,4.2,616,16889,4.2,pessac-leognan,140.0,cabernet-sauvignon,44.80321000000003,-0.5943200000000016,2.0243113367757557,33,33550001,25,1779.4,22.0983870967742,28.667741935483875,12.424193548387095,8.0,0.0,74.5,81.5,0.0,11.876666666666665,46.3,0.2485238862050456,4.158713538544229,0.8317427077088458,0.2067079300425097,0.5099874062209927,0,0
Château Fombrauge,Magrez Fombrauge Saint-Émilion Grand Cru 2016,2016,4.1,49,1229,4.2,st-emilion-grand-cru,140.0,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1630.9499999999998,21.412903225806453,28.961290322580645,15.029032258064516,9.0,0.0,112.60000000000001,86.90000000000002,0.0,11.629999999999997,46.3,0.2485238862050456,4.033450602060061,0.8066901204120122,0.20048176368800943,0.5040143909780761,0,0
Château de Charodon,Gevrey-Chambertin 'Les Créots' 2016,2016,4.3,38,221,4.2,gevrey-chambertin,141.25,pinot-noir,47.224218213063054,4.969401593758258,10.20371774006471,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.24686750199946678,4.0653945863515055,0.8130789172703011,0.20072276123495034,0.2219801204557676,0,0
Domaine Faiveley,Pommard 1er Cru Clos de Verger 2016,2016,4.2,244,244,4.2,pommard,141.73,pinot-noir,46.96660348942171,4.793099273975613,10.510052827036537,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.24623730255810244,4.122232389704451,0.8244464779408902,0.2030094768316929,0.32167841166108985,0,0
Château Smith Haut-Lafitte,Pessac-Léognan (Grand Cru Classé) 2016,2016,4.4,1267,31197,4.3,pessac-leognan,142.8,cabernet-sauvignon,44.80321000000003,-0.5943200000000016,2.0243113367757557,33,33550001,25,1779.4,22.0983870967742,28.667741935483875,12.424193548387095,8.0,0.0,74.5,81.5,0.0,11.876666666666665,46.3,0.24484399788471703,4.352811520821035,0.870562304164207,0.21315195495929548,0.5099874062209927,0,0
Albert Morot,Beaune 1er Cru 'Les Toussaints' 2016,2016,4.2,45,886,3.9,beaune-les-toussaints,144.76,pinot-noir,47.0145,4.837,4.651685822350362,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.24233225164869673,4.052521784079161,0.8105043568158322,0.19641134575825933,0.32167841166108985,0,0
Domaine Bertagna,Corton Les Grandes Lolieres Grand Cru 2016,2016,4.3,26,417,4.3,corton-les-grandes-lolieres,148.73,pinot-noir,47.107621,5.074841,11.32694960184819,21,21131001,182,1390.4,20.41129032258064,26.8241935483871,12.474193548387099,0.0,3.0,92.0,105.39999999999999,2.0,9.919999999999998,46.3,0.23739937445521203,4.051526286037309,0.8103052572074618,0.19236596117882113,0.12954931691384042,1,1
Albert Morot,Beaune 1er Cru 'Les Cent-Vignes' 2016,2016,4.1,34,917,4.0,beaune-les-cent-vignes,148.98,pinot-noir,47.0216,4.842300000000001,3.885651614506762,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.23709545268332652,4.028719602206511,0.8057439204413022,0.19103821956386877,0.32167841166108985,0,0
Louis Jadot,Clos Vougeot Grand Cru 2016,2016,4.3,114,3153,4.3,clos-de-vougeot,149.0,pinot-noir,47.163900000000005,4.9508999999999945,14.757997703159655,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.2370711725550435,4.126666103318123,0.8253332206636246,0.19566271437135593,0.32167841166108985,0,0
Gérard Raphet,Charmes-Chambertin Grand Cru 2016,2016,4.3,659,659,4.3,charmes-chambertin,150.0,pinot-noir,47.16721299999997,4.777512000000001,9.396858891080369,21,21065001,593,1091.65,19.17258064516129,24.303225806451614,9.667741935483873,0.0,2.0,69.30000000000001,128.5,3.0,7.353333333333334,46.3,0.23586347427407028,4.239664875676524,0.8479329751353047,0.19999641746696184,0.23933074020162456,0,0
Château Rauzan-Ségla,Margaux (Grand Cru Classé) 2016,2016,4.3,650,24253,4.3,margaux,150.8,cabernet-sauvignon,45.031126361371925,-0.6690579596607694,15.439987593472612,33,33415001,42,1639.25,21.232258064516124,28.087096774193547,12.950000000000001,7.0,0.0,83.60000000000001,69.20000000000003,0.0,11.326666666666666,46.3,0.23490613901572802,4.239008266101057,0.8478016532202114,0.199153813009111,0.4736221164960575,0,0
Clotaire Michal,Vignes Centenaires Beaujolais-Villages 2016,2016,3.8,58,404,3.9,beaujolais-villages,153.75,gamay,46.114685816938135,4.689871898228441,1.0404676110976356,69,69211001,240,1119.75,21.214814814814808,27.77592592592593,12.41851851851852,0.0,5.0,61.5,0.0,0.0,10.796666666666663,46.3,0.2314421394651337,3.9619567492152075,0.7923913498430415,0.18339274930133875,0.6194232956993964,0,0
Château Haut-Brion,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 2016,2016,4.3,372,10454,4.3,pessac-leognan,160.0,cabernet-sauvignon,44.80321000000003,-0.5943200000000016,2.0243113367757557,33,33550001,25,1779.4,22.0983870967742,28.667741935483875,12.424193548387095,8.0,0.0,74.5,81.5,0.0,11.876666666666665,46.3,0.2244304411051866,4.208123562960972,0.8416247125921943,0.18888620549209206,0.5099874062209927,0,0
Château Angelus,Le Carillon d’Angélus Saint-Émilion Grand Cru 2016,2016,4.3,595,5045,4.3,st-emilion-grand-cru,160.0,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1630.9499999999998,21.412903225806453,28.961290322580645,15.029032258064516,9.0,0.0,112.60000000000001,86.90000000000002,0.0,11.629999999999997,46.3,0.2244304411051866,4.2346630000849395,0.8469326000169879,0.19007745700817516,0.5040143909780761,0,0
Château Lynch-Bages,Pauillac (Grand Cru Classé) 2016,2016,4.5,910,67128,4.4,pauillac,166.2,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1597.1,20.954838709677418,27.24032258064516,12.048387096774194,5.0,0.0,78.4,76.00000000000004,0.0,11.34,46.3,0.21788235294117644,4.421030207972009,0.8842060415944019,0.192652892827392,0.5130695611049225,0,0
Gilles Barge,Côte Blonde Côte-Rôtie 2016,2016,4.1,36,94,4.2,cote-rotie,168.73,shiraz-syrah,45.48118,4.799330000000024,13.497755089402284,42,42018001,425,1469.1999999999998,21.138709677419353,27.36612903225807,11.791935483870967,0.0,4.0,63.6,103.4,0.0,10.393333333333334,46.3,0.2153187927265963,4.029388901716309,0.8058777803432617,0.17352063074870028,0.22033352189745306,0,0
Gilles Barge,Côte-Brune Côte-Rôtie 2016,2016,4.3,66,904,4.1,cote-rotie,168.73,shiraz-syrah,45.48118,4.799330000000024,13.497755089402284,42,42018001,425,1469.1999999999998,21.138709677419353,27.36612903225807,11.791935483870967,0.0,4.0,63.6,103.4,0.0,10.393333333333334,46.3,0.2153187927265963,4.092427308911827,0.8184854617823654,0.17623530149524957,0.22033352189745306,0,0
Clos Frantin,Clos de Vougeot Grand Cru 2016,2016,4.3,559,559,4.3,clos-de-vougeot,169.6,pinot-noir,47.163900000000005,4.9508999999999945,14.757997703159655,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.21445113478462252,4.231467168567356,0.8462934337134712,0.18148858722062863,0.32167841166108985,0,0
Comte Armand,Pommard 1er Cru 'Clos des Epeneaux' Monopole 2016,2016,4.4,90,4119,4.3,clos-des-epeneaux,170.0,pinot-noir,47.249568,4.752110000000001,14.426038502080116,21,21501003,412,1183.15,19.627419354838707,25.904838709677417,12.448387096774193,0.0,3.0,100.69999999999999,137.59999999999997,5.0,8.932142857142855,46.3,0.21405455386037908,4.144793393504021,0.8289586787008043,0.17744238013799,0.1660482689592817,1,1
Domaine de Beaurenard,Gran Partita Châteauneuf-du-Pape 2016,2016,4.3,226,226,4.3,chateauneuf-du-pape,174.54,shiraz-syrah,44.06311935537927,4.831217811470261,9.356357529736432,84,84087001,57,2058.15,24.140322580645165,31.14354838709677,13.464516129032257,3.0,1.0,18.0,192.2,0.0,13.066666666666666,46.3,0.20965404817967762,4.174838302892242,0.8349676605784484,0.17505435013938672,0.4329110386434327,0,0
Régnard,Corton Grand Cru 2016,2016,4.2,66,66,4.2,corton,180.0,pinot-noir,47.058,4.8640000000000025,2.078853041641637,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.20459566946531152,4.065266815084666,0.8130533630169332,0.1663471971174724,0.32167841166108985,0,0
Philippe et Vincent Lécheneaut,Morey-Saint-Denis Premier Cru 'Les Charrières' 2016,2016,3.9,106,106,3.9,morey-saint-denis-les-charrieres,180.0,pinot-noir,47.1955,4.9485,13.27271602934404,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.20459566946531152,3.971942883623935,0.794388576724787,0.16252846267060378,0.2219801204557676,0,0
Domaine Henri Gouges,Les Saint Georges Nuits-Saint-Georges 1er Cru 2016,2016,4.3,27,869,4.2,nuits-saint-georges-premier-cru,194.0,pinot-noir,47.13599999999998,4.950999999999996,12.384653634062486,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.19267582188930502,4.052744294439087,0.8105488588878174,0.1561731675676485,0.32167841166108985,0,0
Arnaud Mortet,Gevrey-Chambertin Premier Cru 'La Perrière' 2016,2016,4.4,49,49,4.4,gevrey-chambertin-la-perriere,195.0,pinot-noir,47.2283,4.9692,10.009332777882317,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.19187733112308328,4.098494849847672,0.8196989699695344,0.15728165068209465,0.2219801204557676,0,0
Château Lafleur,Les Pensées de Lafleur Pomerol 2016,2016,4.3,38,1319,4.3,pomerol,200.87,cabernet-sauvignon,44.9333645153018,-0.2052116998028527,2.209727180125513,33,33394002,38,1630.9499999999998,21.412903225806453,28.961290322580645,15.029032258064516,9.0,0.0,112.60000000000001,86.90000000000002,0.0,11.629999999999997,46.3,0.18732046769429944,4.0653945863515055,0.8130789172703011,0.15230632305544742,0.5040143909780761,0,0
Domaine de La Chapelle,Hermitage La Chapelle Rouge 2016,2016,4.4,292,17592,4.3,hermitage,201.6,shiraz-syrah,45.0616,4.847199999999992,2.8719175384573856,26,26179001,153,1727.35,22.408064516129034,29.580645161290324,14.098387096774195,1.0,4.0,81.0,154.0,0.0,11.956666666666669,46.3,0.18676885841064947,4.25471180397777,0.850942360795554,0.1589295332990486,0.3975745316633739,0,0
Jean-Michel Gerin,La Viallière Côte-Rôtie 2016,2016,4.4,190,1498,4.3,cote-rotie,213.2,shiraz-syrah,45.48118,4.799330000000024,13.497755089402284,42,42018001,425,1469.1999999999998,21.138709677419353,27.36612903225807,11.791935483870967,0.0,4.0,63.6,103.4,0.0,10.393333333333334,46.3,0.17842003853564545,4.214331978380311,0.8428663956760621,0.15038425479692358,0.22033352189745306,0,0
Albert Bichot,Gevrey-Chambertin Premier Cru Lavaux Saint-Jacques 2016,2016,4.2,271,271,4.2,gevrey-chambertin-premier-cru,216.4,pinot-noir,47.22846574630819,4.956623696202734,10.862713115034786,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.17624666920441567,4.126919276932084,0.8253838553864169,0.1454711553269551,0.2219801204557676,0,0
Charles Van Canneyt,Corton-Renardes Grand Cru 2016,2016,4.2,46,46,4.2,corton-les-renardes,218.9,pinot-noir,47.072651,4.8705757,3.1446411159338155,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.17458521870286575,4.053183121370286,0.8106366242740572,0.1415251723374391,0.32167841166108985,0,0
Château les Carmes Haut-Brion,Pessac-Léognan 2016,2016,4.3,462,7544,4.2,pessac-leognan,220.0,cabernet-sauvignon,44.80321000000003,-0.5943200000000016,2.0243113367757557,33,33550001,25,1779.4,22.0983870967742,28.667741935483875,12.424193548387095,8.0,0.0,74.5,81.5,0.0,11.876666666666665,46.3,0.17386406308674426,4.221063906205906,0.8442127812411812,0.14677826425635254,0.5099874062209927,0,0
Serafin Père & Fils,Gevrey-Chambertin 1er Cru 'Les Corbeaux' 2016,2016,4.2,835,835,4.2,gevrey-chambertin-1er-cru-les-corbeaux,236.25,pinot-noir,47.244034,5.006001,6.753708748262022,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.1638648026897894,4.1676480593533345,0.8335296118706669,0.13658616538528356,0.2219801204557676,0,0
Serafin Père & Fils,Gevrey-Chambertin 1er Cru 'Fonteny' 2016,2016,4.2,245,245,4.2,gevrey-chambertin-fonteny,236.25,pinot-noir,47.22500000000001,4.970999999999999,10.056204898086218,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.1638648026897894,4.122416673141171,0.8244833346282341,0.13510379894987518,0.2219801204557676,0,0
Albert Bichot,Clos de la Roche Grand Cru 2016,2016,4.3,140,140,4.3,clos-de-la-roche,240.0,pinot-noir,47.181666370559206,4.935567533835559,14.996094867948653,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.1617184771219001,4.1408827636137975,0.8281765527227595,0.13393145089438968,0.2219801204557676,0,0
Jean-Michel Gerin,Les Grandes Places Côte-Rôtie 2016,2016,4.3,63,1602,4.4,cote-rotie,240.0,shiraz-syrah,45.48118,4.799330000000024,13.497755089402284,42,42018001,425,1469.1999999999998,21.138709677419353,27.36612903225807,11.791935483870967,0.0,4.0,63.6,103.4,0.0,10.393333333333334,46.3,0.1617184771219001,4.089832650273224,0.8179665300546448,0.1322803015771221,0.22033352189745306,0,0
Château Ausone,Chapelle d'Ausone Saint-Émilion Grand Cru 2016,2016,4.5,60,1477,4.4,st-emilion-grand-cru,245.0,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1630.9499999999998,21.412903225806453,28.961290322580645,15.029032258064516,9.0,0.0,112.60000000000001,86.90000000000002,0.0,11.629999999999997,46.3,0.1589426707861311,4.137805215466556,0.8275610430933111,0.13153476242780743,0.5040143909780761,0,0
Méo-Camuzet,Nuits-Saint-Georges 1er Cru 'Les Perrières' 2016,2016,4.4,28,251,4.2,nuits-saint-georges-les-perrieres,250.8,pinot-noir,47.11729,4.950832,10.984284635337096,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.15583978458431502,4.067608956417433,0.8135217912834867,0.12677906070826464,0.32167841166108985,0,0
Hubert Lignier,Morey-Saint-Denis Trilogie 2016,2016,4.2,69,513,4.2,morey-saint-denis,253.0,pinot-noir,47.199000000000005,4.9507,12.906154751478303,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.15469428666889407,4.066909902705584,0.8133819805411168,0.12582554526914033,0.2219801204557676,0,0
Domaine du Clos des Fées,La Petite Siberie 2016,2016,4.2,46,1138,4.5,cotes-du-roussillon-villages,258.0,shiraz-syrah,42.68672903204232,2.684292528036307,11.058353137080813,66,66029003,347,2004.4499999999998,23.448387096774194,29.21451612903226,10.782258064516126,0.0,0.0,21.0,80.89999999999999,0.0,12.490000000000002,46.3,0.1521524811041735,4.053183121370286,0.8106366242740572,0.1233403736572095,0.5664654759533745,0,0
Château Margaux,Pavillon Rouge du Château Margaux 2016,2016,4.5,505,19549,4.4,margaux,269.84,cabernet-sauvignon,45.031126361371925,-0.6690579596607694,15.439987593472612,33,33415001,42,1639.25,21.232258064516124,28.087096774193547,12.950000000000001,7.0,0.0,83.60000000000001,69.20000000000003,0.0,11.326666666666666,46.3,0.1464541026127665,4.3741346569876445,0.8748269313975289,0.12812199317930534,0.4736221164960575,0,0
Philippe Livera (Domaine des Tilleuls),Chapelle-Chambertin Grand Cru 2016,2016,4.2,268,268,4.2,chapelle-chambertin,270.0,pinot-noir,48.45847800000001,6.853677,31.052638351820363,67,67027001,1065,613.05,13.694285714285714,19.549999999999994,7.779032258064515,0.0,3.0,184.3,125.20000000000002,12.0,3.0000000000000004,46.3,0.1463800189693329,4.126426597900165,0.825285319580033,0.12080528073523719,0.10555604022171994,1,1
Domaine de la Vieille Julienne,Réservé Châteauneuf-du-Pape 2016,2016,4.4,347,347,4.4,chateauneuf-du-pape,270.0,shiraz-syrah,44.06311935537927,4.831217811470261,9.356357529736432,84,84087001,57,2058.15,24.140322580645165,31.14354838709677,13.464516129032257,3.0,1.0,18.0,192.2,0.0,13.066666666666666,46.3,0.1463800189693329,4.269961519209111,0.8539923038418221,0.12500740963603021,0.4329110386434327,0,0
Château Montus,La Tyre Madiran 2016,2016,4.3,1555,1555,4.3,madiran,278.25,cabernet-sauvignon,43.57614716328285,-0.0464244720320663,21.61448189616417,32,32155001,141,1676.4499999999998,21.48245614035088,28.20967741935484,12.970967741935485,5.0,0.0,61.00000000000001,90.10000000000002,0.0,11.476666666666663,46.3,0.14265906639963025,4.270877503502064,0.8541755007004127,0.12185587947135759,0.5186676066200284,0,0
Château de la Tour,Vieilles Vignes Clos Vougeot Grand Cru 2016,2016,4.4,60,1269,4.3,clos-de-vougeot,285.0,pinot-noir,47.163900000000005,4.9508999999999945,14.757997703159655,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.13975249019015995,4.112488759770354,0.8224977519540708,0.1149461090113899,0.32167841166108985,0,0
Château Latour,Les Forts de Latour Pauillac 2016,2016,4.4,352,14649,4.4,pauillac,294.0,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1597.1,20.954838709677418,27.24032258064516,12.048387096774194,5.0,0.0,78.4,76.00000000000004,0.0,11.34,46.3,0.13605642080517188,4.2711906163810465,0.8542381232762093,0.11622458156828823,0.5130695611049225,0,0
La Mondotte,Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2016,2016,4.3,112,2565,4.4,st-emilion-grand-cru,298.05,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1630.9499999999998,21.412903225806453,28.961290322580645,15.029032258064516,9.0,0.0,112.60000000000001,86.90000000000002,0.0,11.629999999999997,46.3,0.13445622186728617,4.125466560780532,0.8250933121561064,0.11093892944047545,0.5040143909780761,0,0
Château l'Évangile,Pomerol 2016,2016,4.4,159,11641,4.5,pomerol,298.53,cabernet-sauvignon,44.9333645153018,-0.2052116998028527,2.209727180125513,33,33394002,38,1630.9499999999998,21.412903225806453,28.961290322580645,15.029032258064516,9.0,0.0,112.60000000000001,86.90000000000002,0.0,11.629999999999997,46.3,0.1342690601165792,4.197201893052303,0.8394403786104606,0.11271087065993193,0.5040143909780761,0,0
Château Pichon Longueville Comtesse de Lalande,Pauillac (Grand Cru Classé) 2016,2016,4.5,513,46297,4.4,pauillac,299.3,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1597.1,20.954838709677418,27.24032258064516,12.048387096774194,5.0,0.0,78.4,76.00000000000004,0.0,11.34,46.3,0.13396990740740738,4.375593965312426,0.8751187930624852,0.11723958367706325,0.5130695611049225,0,0
E. Guigal,Côte-Rôtie La Turque 2016,2016,4.6,184,5965,4.6,cote-rotie,300.0,shiraz-syrah,45.48118,4.799330000000024,13.497755089402284,42,42018001,425,1469.1999999999998,21.138709677419353,27.36612903225807,11.791935483870967,0.0,4.0,63.6,103.4,0.0,10.393333333333334,46.3,0.1336991048224083,4.313185141455882,0.8626370282911765,0.1153337984691928,0.22033352189745306,0,0
Domaine Faiveley,Latricières-Chambertin Grand Cru 2016,2016,4.3,43,1526,4.2,latricieres-chambertin,309.0,pinot-noir,47.237,4.963400000000001,10.033355386118375,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.13031241204615818,4.07072652757079,0.8141453055141581,0.1060932385176063,0.2219801204557676,0,0
Robert Groffier,Les Hauts-Doix Chambolle-Musigny 1er Cru 2016,2016,4.3,107,1295,4.4,chambolle-musigny-les-hauts-doix,309.0,pinot-noir,44.691027,4.924336,6.561440947453266,26,26115001,175,1725.6,22.151612903225796,29.720967741935485,14.58548387096774,1.0,3.0,72.5,197.0,1.0,11.7,46.3,0.13031241204615818,4.122393788963287,0.8244787577926574,0.10743981560878142,0.10743981560878142,1,0
Château Mouton Rothschild,Le Petit Mouton de Mouton Rothschild Pauillac 2016,2016,4.5,339,9749,4.4,pauillac,319.0,cabernet-sauvignon,45.191720268700344,-0.7539020556638387,3.3852774348194976,33,33314005,26,1597.1,20.954838709677418,27.24032258064516,12.048387096774194,5.0,0.0,78.4,76.00000000000004,0.0,11.34,46.3,0.1267451409800164,4.333643093150337,0.8667286186300673,0.10985364095968277,0.5130695611049225,0,0
E. Guigal,Côte-Rôtie La Mouline 2016,2016,4.6,146,5288,4.6,cote-rotie,325.0,shiraz-syrah,45.48118,4.799330000000024,13.497755089402284,42,42018001,425,1469.1999999999998,21.138709677419353,27.36612903225807,11.791935483870967,0.0,4.0,63.6,103.4,0.0,10.393333333333334,46.3,0.12469701050363587,4.2794422169212805,0.8558884433842561,0.10672673021462713,0.22033352189745306,0,0
Hudelot-Baillet,Bonnes Mares Grand Cru 2016,2016,4.3,176,176,4.3,bonnes-mares,325.0,pinot-noir,47.19319,4.95796,12.876115450592598,21,21473001,219,1375.6,20.96451612903226,27.208064516129035,12.806451612903224,0.0,2.0,92.60000000000001,123.0,2.0,9.553333333333333,46.3,0.12469701050363587,4.157110017182928,0.8314220034365857,0.1036758382954859,0.2219801204557676,0,0
Méo-Camuzet,Corton Grand Cru 'Clos Rognet' 2016,2016,4.4,641,641,4.4,corton,331.0,pinot-noir,47.058,4.8640000000000025,2.078853041641637,21,21590001,246,1445.9,21.109677419354842,27.28709677419355,12.154838709677422,0.0,2.0,67.2,96.5,1.0,9.9,46.3,0.12271402067320433,4.3166990660948334,0.8633398132189667,0.10594389968735264,0.32167841166108985,0,0
E. Guigal,Côte-Rôtie La Landonne 2016,2016,4.6,106,4933,4.5,cote-rotie,335.0,shiraz-syrah,45.48118,4.799330000000024,13.497755089402284,42,42018001,425,1469.1999999999998,21.138709677419353,27.36612903225807,11.791935483870967,0.0,4.0,63.6,103.4,0.0,10.393333333333334,46.3,0.12142669813794911,4.2341336963447835,0.8468267392689567,0.10282737484435533,0.22033352189745306,0,0
Château Bellevue-Mondotte,Saint-Émilion Grand Cru 2016,2016,4.4,796,796,4.4,st-emilion-grand-cru,337.05,cabernet-sauvignon,44.924,0.1555,27.054704789804426,33,33394002,38,1630.9499999999998,21.412903225806453,28.961290322580645,15.029032258064516,9.0,0.0,112.60000000000001,86.90000000000002,0.0,11.629999999999997,46.3,0.12077735750619537,4.329968999039645,0.865993799807929,0.10459244275755082,0.5040143909780761,0,0
